org_name.x,org_city.x,org_state.x,lat.x,lon.x,org_name.y,org_city.y,org_state.y,lat.y,lon.y,org_name.dist,org_city.dist,org_state.dist,org_name
NA,NA,NA,NA,NA,Research Foundation of the City University of New York,New York,NY,40.7557231,-73.9888607,NA,NA,NA,Research Foundation of the City University of New York
NA,NA,NA,NA,NA,Reuben H. Fleet Science Center,San Diego,CA,32.7308603,-117.1469718,NA,NA,NA,Reuben H. Fleet Science Center
NA,NA,NA,NA,NA,Rio Hondo College,City Of Industry,CA,34.019466,-118.033803,NA,NA,NA,Rio Hondo College
NA,NA,NA,NA,NA,Ripple Effect Water Literacy Project,New Orleans,LA,29.9197482,-90.0836382,NA,NA,NA,Ripple Effect Water Literacy Project
NA,NA,NA,NA,NA,Riverside Community College District/Riverside City College,Riverside,CA,33.9711925,-117.3811035,NA,NA,NA,Riverside Community College District/Riverside City College
NA,NA,NA,NA,NA,Rutgers University New Brunswick,New Brunswick,NJ,40.4777023,-74.4254953,NA,NA,NA,Rutgers University New Brunswick
NA,NA,NA,NA,NA,SRI International,Menlo Park,CA,37.4565915,-122.1753145,NA,NA,NA,SRI International
NA,NA,NA,NA,NA,SUNY College at Geneseo,Geneseo,NY,42.7966913,-77.8219651,NA,NA,NA,SUNY College Geneseo
NA,NA,NA,NA,NA,SUNY College at Oneonta,Oneonta,NY,42.4689737,-75.0625748,NA,NA,NA,SUNY College Oneonta
NA,NA,NA,NA,NA,SUNY College of Environmental Science and Forestry,Syracuse,NY,43.0347192,-76.1363527,NA,NA,NA,SUNY College of Environmental Science and Forestry
NA,NA,NA,NA,NA,SUNY Empire State College,Saratoga Springs,NY,43.0773177,-73.7824618,NA,NA,NA,SUNY Empire State College
NA,NA,NA,NA,NA,SUNY Onondaga Community College,Syracuse,NY,43.0043462,-76.1981195,NA,NA,NA,SUNY Onondaga Community College
NA,NA,NA,NA,NA,SUNY at Albany,Albany,NY,42.6894214,-73.8234809,NA,NA,NA,SUNY Albany
NA,NA,NA,NA,NA,SUNY at Buffalo,Amherst,NY,43.0027395,-78.7858032,NA,NA,NA,SUNY Buffalo
NA,NA,NA,NA,NA,SUNY at Stony Brook,Stony Brook,NY,40.9452615,-73.1162661,NA,NA,NA,SUNY Stony Brook
NA,NA,NA,NA,NA,"SageFox Consulting Group, LLC",Amherst,MA,42.376182,-72.5181648,NA,NA,NA,"SageFox Consulting Group, LLC"
NA,NA,NA,NA,NA,Salem State University,Salem,MA,42.5055,-70.890697,NA,NA,NA,Salem State University
NA,NA,NA,NA,NA,Salisbury University,Salisbury,MD,38.3461722,-75.6055519,NA,NA,NA,Salisbury University
NA,NA,NA,NA,NA,San Antonio College,San Antonio,TX,29.4449147,-98.4741247,NA,NA,NA,San Antonio College
NA,NA,NA,NA,NA,San Jacinto College District,Pasadena,TX,29.6483892,-95.1721637,NA,NA,NA,San Jacinto College District
NA,NA,NA,NA,NA,Santa Clara University,Santa Clara,CA,37.3489255,-121.9367804,NA,NA,NA,Santa Clara University
NA,NA,NA,NA,NA,Santa Fe Institute,Santa Fe,NM,35.7002576,-105.9084892,NA,NA,NA,Santa Fe Institute
NA,NA,NA,NA,NA,Santa Monica College,Santa Monica,CA,34.0151045,-118.4720606,NA,NA,NA,Santa Monica College
NA,NA,NA,NA,NA,Science Museum of Minnesota,Saint Paul,MN,44.9432516,-93.0977952,NA,NA,NA,Science Museum of Minnesota
NA,NA,NA,NA,NA,Seattle Community College District Office,Seattle,WA,47.614384,-122.3218026,NA,NA,NA,Seattle Community College District Office
NA,NA,NA,NA,NA,Seattle Pacific University,Seattle,WA,47.6501206,-122.3608671,NA,NA,NA,Seattle Pacific University
NA,NA,NA,NA,NA,Shakopee Mdewakanton Sioux Community,Prior Lake,MN,44.7362436,-93.4729364,NA,NA,NA,Shakopee Mdewakanton Sioux Community
NA,NA,NA,NA,NA,Shaw University,Raleigh,NC,35.7703251,-78.637746,NA,NA,NA,Shaw University
NA,NA,NA,NA,NA,Sierra Streams Institute,Nevada City,CA,39.2485468,-121.016734,NA,NA,NA,Sierra Streams Institute
NA,NA,NA,NA,NA,Smart Girls HQ LLC,Charlotte,NC,35.2291916,-80.8349244,NA,NA,NA,Smart Girls HQ LLC
NA,NA,NA,NA,NA,Society for Personality and Social Psychology,Annandale,VA,38.8492938,-77.1961167,NA,NA,NA,Society for Personality and Social Psychology
NA,NA,NA,NA,NA,Society of Women Engineers,Chicago,IL,41.884918,-87.6231243,NA,NA,NA,Society of Women Engineers
NA,NA,NA,NA,NA,South Dakota School of Mines and Technology,Rapid City,SD,44.0753714,-103.2083287,NA,NA,NA,South Dakota School of Mines and Technology
NA,NA,NA,NA,NA,Southern California Tribal Chairmens Association,Pala,CA,33.3623905,-117.09352,NA,NA,NA,Southern California Tribal Chairmens Association
NA,NA,NA,NA,NA,Southern Connecticut State University,New Haven,CT,41.3322928,-72.9445802,NA,NA,NA,Southern Connecticut State University
NA,NA,NA,NA,NA,Southern Methodist University,Dallas,TX,32.8449511,-96.7859334,NA,NA,NA,Southern Methodist University
NA,NA,NA,NA,NA,Southern Utah University,Cedar City,UT,37.6743995,-113.0687309,NA,NA,NA,Southern Utah University
NA,NA,NA,NA,NA,Southwestern College,Chula Vista,CA,32.643483,-116.9980931,NA,NA,NA,Southwestern College
NA,NA,NA,NA,NA,St. Petersburg College,Clearwater,FL,27.8994231,-82.7120043,NA,NA,NA,St. Petersburg College
NA,NA,NA,NA,NA,"Start International, Inc..",Fort Collins,CO,40.5810866,-105.0941644,NA,NA,NA,"Start International, Inc."
NA,NA,NA,NA,NA,Stevens Institute of Technology,Hoboken,NJ,40.7349573,-74.0273925,NA,NA,NA,Stevens Institute of Technology
NA,NA,NA,NA,NA,"Teachers College, Columbia University",New York,NY,40.80999,-73.9600535,NA,NA,NA,Columbia University
NA,NA,NA,NA,NA,Teachers Development Group,Portland,OR,45.5046485,-122.6554398,NA,NA,NA,Teachers Development Group
NA,NA,NA,NA,NA,Terc Inc.,Cambridge,MA,42.3916166,-71.122994,NA,NA,NA,TERC Inc.
NA,NA,NA,NA,NA,Texas A&M International University,Laredo,TX,27.5726865,-99.435323,NA,NA,NA,Texas A&M International University
NA,NA,NA,NA,NA,Texas A&M University Corpus Christi,Corpus Christi,TX,27.7135742,-97.3247166,NA,NA,NA,Texas A&M University Corpus Christi
NA,NA,NA,NA,NA,Texas Christian University,Fort Worth,TX,32.7068899,-97.3617305,NA,NA,NA,Texas Christian University
NA,NA,NA,NA,NA,Texas Southern University,Houston,TX,29.7214214,-95.3592692,NA,NA,NA,Texas Southern University
NA,NA,NA,NA,NA,Texas Woman's University,Denton,TX,33.2272211,-97.127052,NA,NA,NA,Texas Woman's University
NA,NA,NA,NA,NA,The Chicago School of Professional Psychology,Chicago,IL,41.8881406,-87.6336764,NA,NA,NA,The Chicago School of Professional Psychology
NA,NA,NA,NA,NA,"The Geological Society of America, Inc..",Boulder,CO,40.03754,-105.2505127,NA,NA,NA,"The Geological Society of America, Inc."
NA,NA,NA,NA,NA,"The Learning Network, LLC",Allen,TX,33.1275709,-96.6806833,NA,NA,NA,"The Learning Network, LLC"
NA,NA,NA,NA,NA,The National Gem Consortium,Alexandria,VA,38.8036782,-77.0564331,NA,NA,NA,The National Gem Consortium
NA,NA,NA,NA,NA,The New York City Foundation for Computer Science Education,Armonk,NY,41.1474134,-73.6972113,NA,NA,NA,The New York City Foundation for Computer Science Education
NA,NA,NA,NA,NA,The Texas A&M University System Health Science Center,College Station,TX,30.6096445,-96.3395921,NA,NA,NA,The Texas A&M University System Health Science Center
NA,NA,NA,NA,NA,The University of Texas Rio Grande Valley,Edinburg,TX,26.3045362,-98.1753298,NA,NA,NA,The University of Texas Rio Grande Valley
Tufts University,Boston,MA,42.3498,-71.06149,Tufts University,Medford,MA,42.4118921,-71.1152145,NA,NA,NA,Tufts University
NA,NA,NA,NA,NA,Tuskegee University,Tuskegee Institute,AL,32.4292805,-85.7077148,NA,NA,NA,Tuskegee University
NA,NA,NA,NA,NA,Twin Cities Public Television,Saint Paul,MN,44.9475584,-93.0877127,NA,NA,NA,Twin Cities Public Television
NA,NA,NA,NA,NA,University Corporation for Atmospheric Research,Boulder,CO,40.0310775,-105.2459377,NA,NA,NA,University Corporation for Atmospheric Research
NA,NA,NA,NA,NA,"University Enterprises, Inc.orporated",Sacramento,CA,38.5607917,-121.423946,NA,NA,NA,"University Enterprises, Inc."
NA,NA,NA,NA,NA,University of Alabama in Huntsville,Huntsville,AL,34.7251606,-86.6404712,NA,NA,NA,University of Alabama in Huntsville
NA,NA,NA,NA,NA,University of Arkansas at Pine Bluff,Pine Bluff,AR,34.2407761,-92.0197057,NA,NA,NA,University of Arkansas at Pine Bluff
NA,NA,NA,NA,NA,"University of California, Office of the President, Oakland",Oakland,CA,37.8023966,-122.271326,NA,NA,NA,"University of California, Oakland"
NA,NA,NA,NA,NA,University of Illinois at Urbana-Champaign,Urbana,IL,40.1083735,-88.2282116,NA,NA,NA,University of Illinois at Urbana-Champaign
NA,NA,NA,NA,NA,University of Louisiana at Lafayette,Lafayette,LA,30.2152457,-92.0190272,NA,NA,NA,University of Louisiana at Lafayette
NA,NA,NA,NA,NA,University of Maryland Eastern Shore,Princess Anne,MD,38.2028993,-75.692427,NA,NA,NA,University of Maryland Eastern Shore
NA,NA,NA,NA,NA,University of Massachusetts Amherst,Amherst,MA,42.3851998,-72.529664,NA,NA,NA,University of Massachusetts Amherst
NA,NA,NA,NA,NA,University of Massachusetts Lowell,Lowell,MA,42.6501872,-71.3238901,NA,NA,NA,University of Massachusetts Lowell
NA,NA,NA,NA,NA,University of Minnesota Duluth,Duluth,MN,46.8170813,-92.0844279,NA,NA,NA,University of Minnesota Duluth
NA,NA,NA,NA,NA,University of Missouri-Saint Louis,Saint Louis,MO,38.7129263,-90.3031259,NA,NA,NA,University of Missouri-Saint Louis
NA,NA,NA,NA,NA,University of New Hampshire,Durham,NH,43.1363656,-70.9360406,NA,NA,NA,University of New Hampshire
NA,NA,NA,NA,NA,University of New Orleans,New Orleans,LA,30.0292776,-90.0647316,NA,NA,NA,University of New Orleans
NA,NA,NA,NA,NA,University of North Carolina at Wilmington,Wilmington,NC,34.2252812,-77.8742437,NA,NA,NA,University of North Carolina at Wilmington
NA,NA,NA,NA,NA,University of North Georgia,Dahlonega,GA,34.5302725,-83.9858025,NA,NA,NA,University of North Georgia
NA,NA,NA,NA,NA,University of Northern Colorado,Greeley,CO,40.4064511,-104.6857479,NA,NA,NA,University of Northern Colorado
NA,NA,NA,NA,NA,University of South Alabama,Mobile,AL,30.6954055,-88.1752195,NA,NA,NA,University of South Alabama
NA,NA,NA,NA,NA,University of Southern Mississippi,Hattiesburg,MS,31.3287871,-89.3296996,NA,NA,NA,University of Southern Mississippi
NA,NA,NA,NA,NA,University of Wisconsin-Whitewater,Whitewater,WI,42.8424658,-88.7446606,NA,NA,NA,University of Wisconsin-Whitewater
NA,NA,NA,NA,NA,University of Wyoming,Laramie,WY,41.3139679,-105.5845168,NA,NA,NA,University of Wyoming
NA,NA,NA,NA,NA,Urban Institute,Washington,DC,38.8835352,-77.0236426,NA,NA,NA,Urban Institute
NA,NA,NA,NA,NA,Utah State University,Logan,UT,41.7421539,-111.8081967,NA,NA,NA,Utah State University
NA,NA,NA,NA,NA,Villanova University,Villanova,PA,40.0365702,-75.3457758,NA,NA,NA,Villanova University
NA,NA,NA,NA,NA,Virginia State University,Petersburg,VA,37.2364644,-77.4198758,NA,NA,NA,Virginia State University
NA,NA,NA,NA,NA,WNET,New York,NY,40.7614347,-73.9865081,NA,NA,NA,WNET
NA,NA,NA,NA,NA,Weber State University,Ogden,UT,41.1932542,-111.9460555,NA,NA,NA,Weber State University
NA,NA,NA,NA,NA,Wepan Inc.,Washington,DC,38.9070235,-77.0429354,NA,NA,NA,WEPAN Inc.
NA,NA,NA,NA,NA,West Chester University of Pennsylvania,West Chester,PA,39.9511155,-75.5905474,NA,NA,NA,West Chester University of Pennsylvania
NA,NA,NA,NA,NA,West Hills Community College,Coalinga,CA,36.1532822,-120.3511544,NA,NA,NA,West Hills Community College
NA,NA,NA,NA,NA,West Texas A&M University,Canyon,TX,34.9816909,-101.9160329,NA,NA,NA,West Texas A&M University
NA,NA,NA,NA,NA,West Virginia University Research Corporation,Morgantown,WV,39.6570517,-79.9552585,NA,NA,NA,West Virginia University Research Corporation
NA,NA,NA,NA,NA,WestEd,San Francisco,CA,37.7822124,-122.3985646,NA,NA,NA,WestEd
NA,NA,NA,NA,NA,Western Michigan University,Kalamazoo,MI,42.2859501,-85.6119359,NA,NA,NA,Western Michigan University
NA,NA,NA,NA,NA,Western Washington University,Bellingham,WA,48.7346291,-122.4896775,NA,NA,NA,Western Washington University
NA,NA,NA,NA,NA,Wichita State University,Wichita,KS,37.7170582,-97.2968079,NA,NA,NA,Wichita State University
NA,NA,NA,NA,NA,William Marsh Rice University,Houston,TX,29.7201306,-95.4018157,NA,NA,NA,William Marsh Rice University
NA,NA,NA,NA,NA,Winston-Salem State University,Winston Salem,NC,36.0898268,-80.2250436,NA,NA,NA,Winston-Salem State University
NA,NA,NA,NA,NA,"Woodwell Climate Research Center, Inc..",Falmouth,MA,41.5495197,-70.6434272,NA,NA,NA,"Woodwell Climate Research Center, Inc."
NA,NA,NA,NA,NA,Yakima Valley Community College,Yakima,WA,46.5846435,-120.5300965,NA,NA,NA,Yakima Valley Community College
NA,NA,NA,NA,NA,"Young People's Project, Inc..",Cambridge,MA,42.3659105,-71.1020369,NA,NA,NA,"Young People's Project, Inc."
NA,NA,NA,NA,NA,Ziker Enterprises LLC,San Jose,CA,37.282807,-121.8785309,NA,NA,NA,Ziker Enterprises LLC
