org_name,tractid,FIPS,lat,lon
"DIAGNOSTIC PHOTONICS, INC.",17031081800,17031,41.88803,-87.63612
APLASTIC ANEMIA & MDS INTERNATIONAL FDN,24031700901,24031,39.08122,-77.14719
SOCIETY FOR ACADEMIC EMERGENCY MEDICINE,17031806502,17031,42.01158,-87.87065
PATH TO IMPROVED RISK STRATIFICATION,17031807100,17031,42.04311,-87.72695
FRANKLIN INSTITUTE,42101000300,42101,39.95776,-75.17241
"INSTARECON, INC.",17019005701,17019,40.08702,-88.2013
"ZUCHEM, INC.",17031838200,17031,41.87387,-87.68167
"LUMINOMICS, INC.",13245011000,13245,33.47352,-81.98825
"ARPHION, LTD",17031081402,17031,41.89341,-87.61493
ONCOFACTOR CORPORATION,53033006600,53033,47.63464,-122.32474
MESOCOAT ADVANCED COATING TECH,39035152605,39035,41.58468,-81.51364
"INFINITESIMAL, LLC",17031807300,17031,42.03415,-87.7562
"JOINTMETRIX MEDICAL, LLC",53033003400,53033,47.67084,-122.35986
"RE2, INC.",42003090100,42003,40.4786,-79.95812
"LINDA AND CAMERON, INC.",39035184105,39035,41.36147,-81.45356
"HUMACYTE, INC.",37183053619,37183,35.85715,-78.87087
REACTION BIOLOGY CORPORATION,42029302104,42029,40.06554,-75.53122
"MELIOR DISCOVERY, INC.",42029302205,42029,40.02912,-75.59904
"ORICULA THERAPEUTICS, LLC",53033007800,53033,47.62484,-122.28277
"SHEEHAN MEDICAL, LLC",53033024602,53033,47.53195,-122.22683
"ALAN PENN AND ASSOCIATES, INC.",24031701004,24031,39.10035,-77.16134
CARMELL THERAPEUTICS CORPORATION,42003040900,42003,40.43425,-79.95349
"OPTOSONICS, INC.",37137950203,37137,35.0311,-76.69585
"CC BIOTECH, LLC",24031701219,24031,39.05678,-77.10888
STEVENSON UNIVERSITY,24005403801,24005,39.42149,-76.70317
"EXICURE, INC.",17031807300,17031,42.03415,-87.7562
PACIFIC SCIENCE CENTER,53033007101,53033,47.61928,-122.35161
"LODESPIN LABS, LLC",53033004600,53033,47.67145,-122.33603
CENTER FOR ENVIRONMENTAL SCIENCE,24019970702,24019,38.5775,-76.12714
IMQUEST BIOSCIENCES,24021751003,24021,39.36787,-77.40627
"DIAPEDIA, LLC",42027011600,42027,40.81534,-77.82919
METROHEALTH MEDICAL CENTER,39035104800,39035,41.46287,-81.69613
"POLGENIX, INC.",39035196800,39035,41.49909,-81.6079
ASSESSMENTS ILLUSTRATED,37135010802,37135,36.17076,-78.98249
MEDICAL TECHNOLOGY AND PRACTICE PATTERNS,24031705701,24031,38.96576,-77.10554
MUSEUM OF SCIENCE AND INDUSTRY,17031420400,17031,41.78128,-87.6034
BIOCHEMANALYSIS CORPORATION,17031838200,17031,41.87261,-87.68136
MUHLENBERG COLLEGE,42077002202,42077,40.59575,-75.50902
CEDAR GROVE RESEARCH INST/SUSTAIN COM,37135011104,37135,36.12875,-79.24255
"D AND E TECHNICAL, INC.",17019001100,17019,40.10731,-88.26029
BIOPHYSICAL SOCIETY,24031701222,24031,39.04265,-77.11099
"COHERA MEDICAL, INC.",42003563201,42003,40.44867,-80.00239
GREAT LAKES SCIENCE CENTER,39035107101,39035,41.50736,-81.69722
"SPECTROGLYPH, LLC",53005010819,53005,46.23996,-119.28567
"CELL BIOLOGICS, INC.",17031838200,17031,41.87261,-87.68136
"DIAGNOSOFT, INC.",37063002037,37063,35.88512,-78.84858
"CELLOPTIC, INC.",24031701221,24031,39.08198,-77.20868
"RETROTHERAPY, LLC",24031704404,24031,39.00746,-77.09108
"BIODATOMICS, LLC",24031705000,24031,38.99923,-77.10418
"B-TECH CONSULTING, LTD",42101013401,42101,39.96584,-75.17296
"AFFINERGY ,INC",37063002038,37063,35.9138,-78.84891
"TIPTEK, LLC",42029302902,42029,39.93068,-75.56754
"JASIN DISCOVERY SOLUTIONS, INC.",17197880305,17197,41.70088,-88.17194
METHEOR THERAPEUTICS CORPORATION,53033020800,53033,47.75934,-122.37627
"ASKLEPIOS BIOPHARMACEUTICAL, INC.",37037020103,37037,35.85012,-79.08608
"GILERO, LLC",37063002038,37063,35.91622,-78.84351
BRAIN BIO,24031704404,24031,39.00785,-77.09189
"NEXGENIA, INC.",53033005303,53033,47.65138,-122.29843
"N&N SCIENTIFIC, INC.",24031701007,24031,39.10305,-77.18767
"OCULAR PROTEOMICS, LLC",24005490302,24005,39.40677,-76.60071
"TB BIOSICENCES, INC.",42095011300,42095,40.61279,-75.37553
"COGNIZANCE BIOMARKERS, LLC",42101036902,42101,39.95286,-75.18618
U.S. AGRICULTURAL RESEARCH SERVICE,24033807405,24033,39.02252,-76.92468
"BIOLOGICS RESOURCES, LLC",24031700830,24031,39.18697,-77.25031
PENNSYLVANIA DRUG DISCOVERY INSTITUTE,42017104503,42017,40.33613,-75.12527
IIT RESEARCH INSTITUTE,17031842000,17031,41.83106,-87.62905
"ENTERTAINMENT SCIENCE PLAYMATICS, JV",37063001604,37063,36.08958,-78.94475
"GLOBAL VACCINES, INC.",37063002036,37063,35.8881,-78.88975
"IMPEL NEUROPHARMA, INC.",53033007503,53033,47.61513,-122.31987
"HUSSMAN INSTITUTE FOR AUTISM, INC.",24005492500,24005,39.2495,-76.71481
"NANOMEDICA, LLC",37067000100,37067,36.10153,-80.2411
NATIONAL ASSOCIATION OF HISPANIC NURSES,05119004205,05119,34.81062,-92.46592
"HERMES, LLC",37129010800,37129,34.19284,-77.94011
"MYCOSYNTHETIX, INC.",37135011002,37135,36.0605,-79.07473
"HOFMEIER AND ZURAWSKI ENTERPRIESES, INC.",17097863202,17097,42.27524,-87.87278
COUNTERVAIL CORPORATION,37119005604,37119,35.30165,-80.73145
"AM BIOTECHNOLOGIES, LLC",48201321101,48201,29.6176,-95.21701
"CHEMTOR, LP",48209010703,48209,29.89861,-97.93536
"CURTANA PHARMACEUTICALS, INC.",48453043600,48453,30.33449,-97.68166
"INNOVATIVE RESEARCH SOLUTIONS, INC.",48029181704,48029,29.50971,-98.64247
"CERTICHEM, INC.",48453045300,48453,30.39144,-97.70934
"MOBIUS MEDICAL SYSTEMS, LP",48201421000,48201,29.7163,-95.46738
PHARMAREVIEW CORPORATION,48039660604,48039,29.56409,-95.42423
"ARCHIMAGE, INC.",48201410705,48201,29.7351,-95.39062
"SPOT ON SCIENCES, LLC",48453042400,48453,30.35448,-97.54451
"ARCOS, INC",48201410602,48201,29.75209,-95.37574
"APPLIED NANOTECH, INC.",48453045400,48453,30.38224,-97.72829
"ROCHAL INDUSTRIES, LLP",48029191505,48029,29.56019,-98.5538
"HALCYON BIOMEDICAL, INC.",48167720400,48167,29.4899,-95.18213
SOUTHWEST RESEARCH INSTITUTE,48029171700,48029,29.45209,-98.61544
"OMEGA OPTICS, INC.",48453040400,48453,30.37004,-97.73811
"PLASTIPURE, INC.",48453045300,48453,30.39144,-97.70934
"PULMOTECT, INC",48201411505,48201,29.74013,-95.44273
"TEVIDO BIODEVICES, INC.",48453030800,48453,30.4032,-97.74769
"DUOPHOS, LLC",48167720301,48167,29.51672,-95.19231
"POST OAK PHARMACEUTICALS, INC.",48041000203,48041,30.62293,-96.38518
"SMALL MOLECULE PPI MIMICS, LLC",48041001302,48041,30.62867,-96.31553
"FGH BIOTECH, INC.",48201430300,48201,29.76796,-95.49351
"INTERAMERICAN HEART FOUNDATION, INC.",48113007815,48113,32.87858,-96.76039
"DYNOFIT, INC.",35028000200,35028,35.8953,-106.32273
"ISOTHERAPEUTICS GROUP, LLC",48039663100,48039,29.15462,-95.4315
LUMINEX CORPORATION,48491020410,48491,30.4337,-97.76074
"CBS THERAPEUTICS, INC.",48167726000,48167,29.25431,-94.86909
"CHRYSALIS BIOTHERAPEUTICS, INC.",48167724500,48167,29.30602,-94.79336
"NORWELL, INC.",48201510701,48201,29.76543,-95.40189
TERAPIO,48453001103,48453,30.26641,-97.74304
SCOTT AND WHITE MEMORIAL HOSPITAL,48027021000,48027,31.07613,-97.35659
"TOMOWAVE LABORATORIES, INC.",48201421501,48201,29.70982,-95.47479
"SILICON AUDIO, INC.",48453000902,48453,30.26074,-97.71884
"BELLICUM PHARMACEUTICALS, INC.",48201313102,48201,29.71512,-95.39731
"SAVARA, INC.",48453001917,48453,30.28755,-97.8282
COASTAL CAROLINA UNIVERSITY,45051060101,45051,33.79531,-79.01898
"BEACON BIOMEDICAL, INC.",04013217800,04013,33.47644,-111.90272
SHAPE MEMORY MEDICAL INC.,06085505007,06085,37.38453,-121.94872
ROGER WILLIAMS MEDICAL CENTER,44007002300,44007,41.83469,-71.43508
"GLYCOHUB, INC.",06113010512,06113,38.55375,-121.77617
"CELL IDX, INC.",06073008350,06073,32.8945,-117.1883
"NIMA LABS, INC.",06075022801,06075,37.76345,-122.41258
"AIRLIFT ENVIRONMENTAL, LLC",31109003401,31109,40.79857,-96.77305
"JORTAN PHARMACEUTICALS, INC.",40109109700,40109,35.47448,-97.50477
"ALLCELLS, LLC",06001428301,06001,37.72591,-122.23435
"GAMETHEORY, INC.",50007004100,50007,44.47647,-73.20867
"NOVAZOI THERANOSTICS, INC.",48085031641,48085,33.0933,-96.73902
"RECOVERY RECORD RESEARCH, INC.",06085511609,06085,37.43875,-122.17861
RM BEAUMONT CORPORATION,23005011205,23005,43.91935,-69.96657
"CYTOLUMINA TECHNOLOGIES CORPORATION, INC",06037403327,06037,34.01709,-117.84532
"ANGIOCRINE BIOSCIENCE, INC.",06073008373,06073,32.91965,-117.23204
"TCG, INC.",11001004600,11001,38.91338,-77.01558
"ENTANGLEMENT TECHNOLOGIES, INC.",06081605100,06081,37.60038,-122.37891
"BOTANISOL, LLC",04013216822,04013,33.78653,-111.89843
"ESSENTIAL BLENDS, LLC",02090000900,02090,64.79317,-147.99499
"THERATROPHIX, LLC",06085509001,06085,37.39382,-122.02883
"VMT, INC.",10003014403,10003,39.67887,-75.76585
"GREEN TECHNOLOGIES, INC.",05143011103,05143,35.93057,-94.13033
"PROMUTECH PHARMACEUTICALS, INC.",04019004714,04019,32.32483,-110.9478
"MKS TECHNOLOGY, LLC",56001963400,56001,41.30926,-105.59502
"ANCHORED RSK3 INHIBITORS, LLC",12086003906,12086,25.82609,-80.13054
INFERLINK CORPORATION,06037980013,06037,33.90258,-118.38049
"EASY, LLC",50007000900,50007,44.47211,-73.20898
"INSILIXA, INC.",06085509001,06085,37.39382,-122.02883
"PHASE DIAGNOSTICS, LLC",06059074106,06059,33.70012,-117.91004
"GLOBAL BIOLOGICAL STANDARDS INSTITUTE, L",11001010700,11001,38.90318,-77.04381
"CELL DATA SCIENCES, INC.",06001404502,06001,37.83226,-122.19874
"NANOSYNTH MATERIALS AND SENSORS, INC.",49035114800,49035,40.77564,-111.84474
"PSI (PHYTOCHEMICAL SERVICES, INC.)",28071950506,28071,34.33438,-89.51515
PARKINSON'S ACTION NETWORK,11001010100,11001,38.90332,-77.03294
"CONVERSPEECH, LLC",06085511200,06085,37.45065,-122.14552
"CELLECTA, INC.",06085509108,06085,37.39651,-122.05111
"CENTRILLION BIOSCIENCES, INC.",06085504601,06085,37.45164,-122.11253
ANTAYA SCIENCE AND TECHNOLOGY,33015065010,33015,42.94552,-70.84578
"ZONEONE PHARMA, INC.",06075030101,06075,37.76379,-122.45739
"LOCALIZED THERAPEUTICS, LLC",36055012900,36055,43.11852,-77.57413
"SPROUTEL, INC.",44007001900,44007,41.81904,-71.44101
"OPHIDION, INC.",06037462800,06037,34.1499,-118.10353
"LUMINA LABS, INC.",06075020101,06075,37.7668,-122.42031
"ALECTOR, LLC",06075022600,06075,37.75879,-122.39096
"BEHAVIORAL ASSESSMENT, INC.",06037700901,06037,34.06295,-118.37647
"PHI THERAPEUTICS, INC.",06075016500,06075,37.77254,-122.45181
"TURNER INNOVATIONS, LC",49049002212,49049,40.27668,-111.73437
"KALYRA PHARMACEUTICALS, INC.",06073008350,06073,32.8945,-117.1883
"NOVICI BIOTECH, LLC",06095252904,06095,38.39112,-121.9396
"SILVER CREEK PHARMACEUTICALS, INC.",06075060701,06075,37.7665,-122.38781
"DNATREK, LLC",06001404800,06001,37.8079,-122.21235
"CHIMERA BIOTECHNOLOGY, INC.",06059042203,06059,33.49713,-117.64976
"REDONDO OPTICS, INC.",06037621204,06037,33.84958,-118.39209
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,16001002000,16001,43.6139,-116.25372
"MAVERIX BIOMICS, INC.",06081607600,06081,37.55312,-122.30151
"SOLENO THERAPEUTICS, INC.",06081610303,06081,37.54464,-122.23355
KRISARA ENGINEERING,38017040504,38017,46.80493,-96.85774
"RIVER SONIC SOLUTIONS, LLC",06001450300,06001,37.7162,-121.92632
"VIVOSCRIPT, INC.",06059063910,06059,33.69589,-117.93081
"THERMIMAGE, INC.",49035113514,49035,40.66453,-111.92599
"ARIMA GENOMICS, LLC",06073008364,06073,32.8577,-117.22079
"NEUMEDICINES, INC.",06037462800,06037,34.14853,-118.09922
"TELESECURITY SCIENCES, INC.",32003003415,32003,36.20658,-115.25388
"THERMOSOLV, LLC",56001962900,56001,41.33557,-105.59106
"CELLOGY, INC.",06081611800,06081,37.47599,-122.14378
"ANTIMICROBIAL MATERIALS, INC.",46083010111,46083,43.49691,-96.73032
"SAUREUS, INC.",33009961701,33009,43.67893,-72.25645
"EPIMEDX, LLC",40109109700,40109,35.47462,-97.50399
"OMEGA BIOSYSTEMS, INC.",06037269300,06037,34.03536,-118.41014
"ASCENDANT DIAGNOSTICS, LLC",05143010307,05143,36.17203,-94.11725
HARVEY MUDD COLLEGE,06037401902,06037,34.10546,-117.71846
"ACCOUNTABILITY SOLUTIONS, LLC",35049010601,35049,35.62114,-105.9671
"ROCKSTEP SOLUTIONS, INC.",23009965900,23009,44.40222,-68.32503
"HEALTHY SCHOOLS NETWORK, INC.",36001001500,36001,42.65938,-73.77963
"STEMINA BIOMARKER DISCOVERY, INC.",55025000408,55025,43.05916,-89.478
"NEURALEXO, LLC",41005020401,41005,45.40168,-122.71554
"RHEONIX, INC.",36109001500,36109,42.48484,-76.46184
"ARKLEY BIOTEK, LLC",18097390802,18097,39.69908,-86.27941
"NEXT HEALTH, LLC",09190044400,09190,41.07865,-73.42392
"SARCOIDOSIS DIAGNOSTIC TESTING, LLC",34021004000,34021,40.35037,-74.661
"CYTOMICS ANALYTICAL, LLC",18157011200,18157,40.43333,-86.90079
"POLYMER EXPLORATION GROUP, LLC",51041101007,51041,37.41733,-77.65685
"SARFEZ PHARMACEUTICALS, INC.",51059481900,51059,38.97377,-77.30493
HENNEPIN LIFE SCIENCES,27053026301,27053,44.97232,-93.47354
"EAR AND SKULL BASE CENTER, PC",41051002303,41051,45.53213,-122.66439
"REVIVO MEDICAL, INC.",36001014616,36001,42.73284,-73.92836
"PROPEL ORTHODONTICS, LLC",36119013201,36119,41.14414,-73.861
"NUTRASORB, LLC",34023006103,34023,40.45886,-74.46998
"HABICO, INC.",36055012600,36055,43.12943,-77.5503
"SENEB BIOSCIENCES, INC.",42017104503,42017,40.33613,-75.12527
"METRIA INNOVATION, INC.",55079080300,55079,43.09175,-87.88012
"MPOWER, LLC",41039003900,41039,44.04684,-123.08826
CATASSAYS,36055011604,36055,43.14508,-77.49773
"PLACENTAL ANALYTICS, LLC",36119007000,36119,40.94304,-73.76075
DE PAUW UNIVERSITY,18133956301,18133,39.64038,-86.86057
INSTITUTE OF ELECTRICAL-ELECTRONIC ENGRS,34023000603,34023,40.54109,-74.47024
"EFFECTIVE HUMAN SERVICES, LLC",41039001600,41039,44.0092,-122.89677
"EMPHYMAB BIOTECH, LLC",18097391002,18097,39.78037,-86.16494
"ARTICULATE BIOMEDICAL, LLC",36109001100,36109,42.42356,-76.50054
"BLONDIN BIOSCIENCE, LLC",01073002701,01073,33.51178,-86.81259
"ADT PHARMACEUTICALS, LLC",01003011415,01003,30.29744,-87.48591
"BIORASIS, INC.",09110881500,09110,41.78638,-72.23744
"SPINETHERA, INC.",27053026514,27053,45.01429,-93.47878
"OMICRON BIOCHEMICALS, INC.",18141000900,18141,41.67603,-86.24294
"MH ACOUSTICS, LLC",34039038000,34039,40.71469,-74.36293
Q-TRACK CORPORATION,01089002501,01089,34.69908,-86.60151
"TERAPORE TECHNOLOGIES, INC.",06081602300,06081,37.655,-122.39342
ISTO TECHNOLOGIES,29189215600,29189,38.67511,-90.37211
BOROUGH OF MANHATTAN COMMUNITY COLLEGE,36061003900,36061,40.71725,-74.01218
"NONIN MEDICAL, INC.",27053026507,27053,44.98074,-93.45463
"LIFEPHARMS, INC.",09180690700,09180,41.34528,-72.10192
"BASE5 BIOSCIENCES, INC.",36061012602,36061,40.76947,-73.95799
"STEMCELLLIFE, LLC",51760030200,51760,37.54426,-77.43127
"VIVAQUANT, LLC",27123040708,27123,45.07211,-93.13847
"MICROFLUIDIC INNOVATIONS, LLC",18157005101,18157,40.46544,-86.92855
ENERGY RESEARCH COMPANY,34039038800,34039,40.63018,-74.40023
"SIMPLEX SCIENTIFIC, LLC",55025011000,55025,43.09616,-89.49903
BIOPOWERTECH,01125010101,01125,33.25985,-87.47875
"MARVEL MEDTECH, LLC",55025010908,55025,43.11528,-89.52492
"VIBRONIX, INC.",18157010207,18157,40.49079,-86.90249
"PROSOLIA, INC.",18097310201,18097,39.88333,-86.23861
"HEALTH COMMUNICATION IMPACT, LLC",29510105200,29510,38.6519,-90.29243
"ROKHAN, LLC",29189217701,29189,38.60716,-90.45224
"SOLUBLE THERAPEUTICS, INC.",01073002701,01073,33.51178,-86.81259
"BIOPHARM SOLUTIONS, INC.",34023008601,34023,40.33044,-74.61638
"ODYSSEY SCIENCE INNOVATIONS, LLC",41067030402,41067,45.47512,-122.75319
"PRESSURE BIOSCIENCE, INC.",25005600202,25005,42.04928,-71.07627
"TETRAGENETICS, INC.",25017356400,25017,42.41877,-71.15081
"CAMBIUM MEDICAL TECHNOLOGIES, LLC",13089021703,13089,33.84573,-84.26816
"DIAPIN THERAPEUTICS, LLC",26161402601,26161,42.29669,-83.7048
BOSTON PUBLIC HEALTH COMMISSION,25025061202,25025,42.33696,-71.06376
"Q LEAP HEALTH, INC.",47157021139,47157,35.12436,-89.77031
"BANYAN BIOMARKERS, INC.",12001001817,12001,29.77831,-82.47544
EVERGREEN STATE COLLEGE,53067012001,53067,47.07259,-122.95415
SUN NUCLEAR CORPORATION,12009064127,12009,28.22729,-80.67694
"GOLD T-TECH, INC.",17031807100,17031,42.04311,-87.72695
"VIDATAK, LLC",26161402100,26161,42.29294,-83.73376
"MEDSHAPE SOLUTIONS, INC.",13121008908,13121,33.79961,-84.4059
"KS MANUFACTURING, INC.",25021457100,25021,42.13757,-71.06168
"INTEGRAL BIOSYSTEMS, LLC",25017359100,25017,42.51369,-71.24321
"OCEANYX PHARMACEUTICALS, INC.",12001001817,12001,29.78307,-82.47471
"SCISIO GENETICS, INC.",53033004000,53033,47.67878,-122.26998
"SMART BIOMOLECULES, INC.",12111382126,12111,27.25837,-80.42768
"EDITAS MEDICINE, INC.",25017352300,25017,42.3653,-71.08197
"NEVA ELECTROMAGNETICS, LLC",25001011802,25001,41.68944,-70.22943
"OCATA THERAPEUTICS, INC.",25017321400,25017,42.3536,-71.58573
"SONETICS ULTRASOUND, INC.",26161414700,26161,42.23135,-83.74562
"NATURA THERAPEUTICS, INC.",12057011409,12057,28.06446,-82.50614
"ATTODX, INC.",53033007203,53033,47.62121,-122.33885
"SENA RESEARCH, INC.",13067030329,13067,33.98797,-84.4829
MAINSTREAM ENGINEERING CORPORATION,12009063102,12009,28.2918,-80.7029
"NEXGEN ARRAYS, LLC",25025000604,25025,42.34902,-71.13879
"ALLUVIUM BIOSCIENCES, INC.",26161405300,26161,42.26082,-83.71055
"ABT MOLECULAR IMAGING, INC.",47009010302,47009,35.82089,-84.02733
"RODIN THERAPEUTICS, INC.",25017352400,25017,42.36385,-71.09195
"TRUENAMEL, LLC",26161456000,26161,42.27264,-83.79994
LP INFORMATION TECHNOLOGY,25021400402,25021,42.3439,-71.13494
"ATLANTA RESEARCH & EDUCATION FDN, INC.",13089021502,13089,33.82879,-84.33364
"STC BIOLOGICS, INC",25017354601,25017,42.39255,-71.15283
"VITATHREADS, LLC",25027730500,25027,42.27549,-71.79903
"UNIVERSAL CELLS, INC.",53033007203,53033,47.62354,-122.34006
"LARIAT BIOSCIENCES, INC.",25025160601,25025,42.39938,-71.02805
"OPUS KSD, INC.",50005957800,50005,44.32232,-72.18657
"SPORTSGUARD LABORATORIES, INC.",39133601300,39133,41.15342,-81.37255
"SPHEREBIO, INC.",25017351204,25017,42.38184,-71.10317
"ENTOX SCIENCES, LLC",53033024601,53033,47.54103,-122.21431
"VELOCITY LABORATORIES, LLC",12001001817,12001,29.78307,-82.47471
"SIAMAB THERAPEUTICS, INC.",25017374300,25017,42.32728,-71.24302
KOESTER PERFORMANCE RESEARCH,26161402700,26161,42.31071,-83.70047
"BLAZE BIOMEDICAL DEVICES, LLC",26161400100,26161,42.27939,-83.74547
"ELEVATE ORAL CARE, LLC",12099007833,12099,26.68418,-80.1653
"AVIA BIOSYSTEMS, LLC",25001014600,25001,41.57703,-70.54912
BOSE CORPORATION,25017383903,25017,42.31512,-71.43412
CENTRAL WASHINGTON UNIVERSITY,53037975600,53037,47.00002,-120.54244
"ATHENA GROUP, INC.",12001000500,12001,29.65214,-82.32886
AMERICAN GENE TECHNOLOGIES INTERNATIONAL,24031700838,24031,39.10338,-77.20087
"ROCHAL INDUSTRIES, LLC",48029191505,48029,29.56002,-98.55358
"APTINYX, INC.",17031809402,17031,42.05002,-87.68468
"PHELIX THERAPEUTICS, LLC",42101009100,42101,39.95695,-75.19702
NORTH AMERICAN HAIR RESEARCH SOCIETY,17089852608,17089,41.8879,-88.30706
"VIBE PHARMACEUTICALS, LLC",42101036902,42101,39.95286,-75.18618
"PERSONAL GENOME DIAGNOSTICS, INC.",24510010400,24510,39.27746,-76.57613
NUVIANT MEDICAL INC.,48113013610,48113,32.93697,-96.77794
GOVERNORS STATE UNIVERSITY,17197883606,17197,41.44867,-87.71641
RESPIRATORY HEALTH ASSN /METRO CHICAGO,17031833000,17031,41.88298,-87.66289
DELTA HEALTH AND WELLNESS CONSULTING,24033800522,24033,38.88682,-76.75199
"REVERIS THERAPEUTICS, LLC",37135011208,37135,35.94353,-79.08916
"REVOLVE BIOTECHNOLOGIES, INC.",24510130600,24510,39.32206,-76.6288
"CERNOSTICS, INC.",42003419000,42003,40.54357,-79.82766
"TISSUEGEN, INC.",48113000410,48113,32.83995,-96.86771
"C4 IMAGING, LLC",42017104702,42017,40.30435,-75.13341
"SYNPHAGEN, LLC",24031700616,24031,39.11316,-77.2498
"MOSAIX SOFTWARE, INC.",42003421100,42003,40.49915,-79.86651
"CAPTURE PHARMACEUTICALS, INC",37037020103,37037,35.84714,-79.03521
EAST TEXAS A&M UNIVERSITY,48231960600,48231,33.24274,-95.90748
"BIOMEDOMICS, INC.",37063002038,37063,35.9138,-78.84891
"ROOSTERBIO, INC.",24021752302,24021,39.35774,-77.41387
"PSQUARE SCIENTIFIC, LLC",24031700204,24031,39.31152,-77.22337
"FPRT BIO, INC.",48439113622,48439,32.86872,-97.12017
BIOELECTROMAGNETICS SOCIETY,24021751003,24021,39.39581,-77.41889
"C-MOTION, INC.",24031700309,24031,39.18598,-77.26117
"U-SCREEN DX, INC.",42017104503,42017,40.33613,-75.12527
CHEMIMAGE CORPORATION,42003140500,42003,40.44876,-79.89876
"RAKTA THERAPEUTICS, INC.",24033980000,24033,38.99233,-76.95299
"CMP TARNHELM PARTNERS, LLC",37135011400,37135,35.922,-79.04373
"DEEPSEMAPHORE, LLC",36119006100,36119,40.90973,-73.78327
"A'AS, INC.",42091203302,42091,40.15666,-75.36407
"CAKTUS CONSULTING GROUP, LLC",37063002200,37063,35.99726,-78.90358
"RIBONOVA, INC.",42091205503,42091,39.98837,-75.2543
"OMM SCIENTIFIC, INC.",48113010001,48113,32.80909,-96.84085
"ATOPTIX, LLC",42027011600,42027,40.83367,-77.84135
"POND LIFE TECHNOLOGIES, LLC",48453035500,48453,30.47368,-97.84723
"TETRACORE, INC.",24031700836,24031,39.10513,-77.20933
"OMNISPEECH, LLC",24033980000,24033,38.99233,-76.95299
"AUDIODONTICS, LLC",24031704401,24031,39.0267,-77.12606
"ECM TECHNOLOGIES, LLC",48201412600,48201,29.71143,-95.44668
"CANTON BIOTECHNOLOGIES, INC.",24510010400,24510,39.27983,-76.57969
OPERATIONAL TECHNOLOGIES CORPORATION,48029180701,48029,29.50124,-98.57398
"RAPISCAN LABORATORIES, INC.",06001441503,06001,37.47861,-121.9431
"TWO PORE GUYS, INC.",06087101200,06087,36.95436,-122.05418
"INTUOR TECHNOLOGIES, LLC",04019004068,04019,32.2351,-110.85462
"NECTOME, INC.",06001401600,06001,37.81554,-122.27864
"SYNVIVIA, INC.",06001423000,06001,37.86519,-122.27441
GENBEN LIFESCIENCES CORPORATION,06073008346,06073,32.89918,-117.19666
"CHECKUP AND CHOICES, LLC",35001000123,35001,35.10151,-106.54066
"RECOVR, INC.",45077011205,45077,34.68344,-82.83774
"CELLOLOGI, LLC",06083000302,06083,34.42847,-119.72462
"ACELOT, INC.",06083002913,06083,34.45117,-119.80984
"WHOLE BIOME, INC.",06075022600,06075,37.75879,-122.39096
"TRUE NORTH THERAPEUTICS, INC.",06081602300,06081,37.65822,-122.39824
"UNIQUE MOBILITY DEVICES, LLC",34013001100,34013,40.74241,-74.18236
"MAGNETS-IN-ME, LLC",06075030400,06075,37.75045,-122.46337
"SOCRATES BIOSCIENCES, INC.",06111006102,06111,34.19728,-118.92964
"LAP IQ, INC.",06085508404,06085,37.36425,-122.04215
"ZITEO, INC.",06013326000,06013,37.95057,-122.08716
"SCIENTIFIC PARTNERS, LLC",06085506801,06085,37.24424,-121.9578
"DOPHEN BIOMED, INC.",06067007028,06067,38.64308,-121.50761
"AVAILS MEDICAL, INC.",06081611800,06081,37.47787,-122.14266
"MAST THERAPEUTICS, INC.",06073008370,06073,32.93614,-117.23498
"CREATIVE LIBS SOLUTIONS, LLC",35043010503,35043,35.30894,-106.54642
CALIFORNIA INSTITUTE/BIOMEDICAL RESEARCH,06073008312,06073,32.9038,-117.24386
"EVORX TECHNOLOGIES, INC.",06037480702,06037,34.1055,-118.16358
"XANDEM TECHNOLOGY, LLC",49035102100,49035,40.76458,-111.88219
"ZENOBIA THERAPEUTICS, INC",06073008202,06073,32.84325,-117.27935
"WALDRON INTERNATIONAL, LLC",35001000720,35001,35.05682,-106.49324
"ACTORIUS PHARMACEUTICALS, LLC",31055007407,31055,41.23568,-96.11688
"LIGHT AGE, INC.",34035053501,34035,40.54222,-74.55533
IMAGE ANALYST SOFTWARE,06041102202,06041,38.11796,-122.5902
"LACELL, LLC",22071013400,22071,29.95746,-90.07489
"HUMURINE TECHNOLOGIES, INC.",06037401500,06037,34.10175,-117.79538
"EYE-PREDICT, LLC",06037195201,06037,34.11053,-118.28026
"ANNEXON, INC.",06085510900,06085,37.42441,-122.12863
"CURE INNOVATIONS, LLC",45019004902,45019,32.80152,-79.75787
"VIDA DIAGNOSTICS, INC.",19103000305,19103,41.70895,-91.60643
"DIAVACS, INC.",06073008303,06073,32.83878,-117.25324
"SYSTEM BIOSCIENCES, LLC (SBI)",06085509109,06085,37.39648,-122.05929
"FORGE THERAPEUTICS, INC.",06073017808,06073,33.09927,-117.27092
"ALTITUDE PHARMA, INC.",06073008373,06073,32.92638,-117.23743
"SEQUENT MEDICAL, INC.",06059062634,06059,33.58946,-117.72579
"SOLVEXA, LLC",06073008328,06073,32.96086,-117.21508
"AURATUS BIO, LLC",46083010114,46083,43.37324,-96.54367
WORLD 2 SYSTEMS,33019975200,33019,43.49626,-72.12091
