org_name.nih,org_city.nih,org_state.nih,lat.nih,lon.nih,org_name.nsf,org_city.nsf,org_state.nsf,lat.nsf,lon.nsf,org_name,org_city,org_state,lat,lon
Tufts University,Boston,MA,42.3498,-71.06149,Tufts University,Medford,MA,42.41189,-71.11521,Tufts University,Medford,MA,42.3498,-71.06149
Tulane University of Louisiana,New Orleans,LA,29.93543,-90.12279,Tulane University,New Orleans,LA,29.93541,-90.12275,Tulane University,New Orleans,LA,29.93543,-90.12279
NA,NA,NA,NA,NA,Tuskegee University,Tuskegee Institute,AL,32.42928,-85.70771,Tuskegee University,Tuskegee Institute,AL,32.42928,-85.70771
NA,NA,NA,NA,NA,Twin Cities Public Television,Saint Paul,MN,44.94756,-93.08771,Twin Cities Public Television,Saint Paul,MN,44.94756,-93.08771
NA,NA,NA,NA,NA,University Corporation for atmospheric Research,Boulder,CO,40.03108,-105.24594,University Corporation for Atmospheric Research,Boulder,CO,40.03108,-105.24594
NA,NA,NA,NA,NA,"University Enterprises, Inc.orporated",Sacramento,CA,38.56079,-121.42395,"University Enterprises, Inc.",Sacramento,CA,38.56079,-121.42395
University of Alabama,Tuscaloosa,AL,33.21566,-87.53919,University of Alabama Tuscaloosa,Tuscaloosa,AL,33.20894,-87.54749,University of Alabama Tuscaloosa,Tuscaloosa,AL,33.21566,-87.53919
University of Alabama at Birmingham,Birmingham,AL,33.50591,-86.79977,University of Alabama at Birmingham,Birmingham,AL,33.50591,-86.79977,University of Alabama at Birmingham,Birmingham,AL,33.50591,-86.79977
NA,NA,NA,NA,NA,University of Alabama in Huntsville,Huntsville,AL,34.72516,-86.64047,University of Alabama in Huntsville,Huntsville,AL,34.72516,-86.64047
University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813,University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813,University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813
University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813,University of Alaska Anchorage Campus,Anchorage,AK,61.19076,-149.81805,University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813
University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003,University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003,University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003
University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003,University of Alaska Fairbanks Campus,Fairbanks,AK,64.86137,-147.82955,University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003
University of Arizona,Tucson,AZ,32.23284,-110.95947,University of Arizona,Tucson,AZ,32.23284,-110.95947,University of Arizona,Tucson,AZ,32.23284,-110.95947
University of Arkansas for Medical Sciences,Little Rock,AR,34.749,-92.3201,University of Arkansas Little Rock,Little Rock,AR,34.72264,-92.33986,University of Arkansas Little Rock,Little Rock,AR,34.749,-92.3201
University of Arkansas at Fayetteville,Fayetteville,AR,36.06992,-94.17696,University of Arkansas,Fayetteville,AR,36.06996,-94.17695,University of Arkansas at Fayetteville,Fayetteville,AR,36.06992,-94.17696
NA,NA,NA,NA,NA,University of Arkansas at Pine Bluff,Pine Bluff,AR,34.24078,-92.01971,University of Arkansas at Pine Bluff,Pine Bluff,AR,34.24078,-92.01971
University of California Berkeley,Berkeley,CA,37.87002,-122.26862,University of California Berkeley,Berkeley,CA,37.87002,-122.26862,University of California Berkeley,Berkeley,CA,37.87002,-122.26862
University of California Berkeley,Berkeley,CA,37.87002,-122.26862,University of California-Berkeley,Berkeley,CA,37.87189,-122.26035,University of California Berkeley,Berkeley,CA,37.87002,-122.26862
University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102,University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102,University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102
University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102,University of California-Los Angeles,Los Angeles,CA,34.05912,-118.44348,University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102
"University of California, Merced",Merced,CA,37.35131,-120.4324,University of California - Merced,Merced,CA,37.36564,-120.43184,University of California Merced,Merced,CA,37.35131,-120.4324
University of California Riverside,Riverside,CA,33.97259,-117.35036,University of California Riverside,Riverside,CA,33.97259,-117.35036,University of California Riverside,Riverside,CA,33.97259,-117.35036
University of California Riverside,Riverside,CA,33.97259,-117.35036,University of California-Riverside,Riverside,CA,33.97565,-117.33111,University of California Riverside,Riverside,CA,33.97259,-117.35036
"University of California, San Diego",La Jolla,CA,32.87699,-117.24087,University of California-San Diego,La Jolla,CA,32.88307,-117.23383,University of California San Diego,La Jolla,CA,32.87699,-117.24087
"University of California, San Francisco",San Francisco,CA,37.76744,-122.41394,University of California-San Francisco,San Francisco,CA,37.76734,-122.41505,University of California San Francisco,San Francisco,CA,37.76744,-122.41394
University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428,University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428,University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428
University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428,University of California-Santa Barbara,Santa Barbara,CA,34.41628,-119.84641,University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428
University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584,University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584,University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584
University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584,University of California-Santa Cruz,Santa Cruz,CA,36.98349,-122.0564,University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584
University of California at Davis,Davis,CA,38.54337,-121.72946,University of California at Davis,Davis,CA,38.54337,-121.72946,University of California at Davis,Davis,CA,38.54337,-121.72946
University of California at Davis,Davis,CA,38.54337,-121.72946,University of California-Davis,Davis,CA,38.54328,-121.72964,University of California at Davis,Davis,CA,38.54337,-121.72946
NA,NA,NA,NA,NA,"University of California, Office of the President, Oakland",Oakland,CA,37.8024,-122.27133,"University of California, Oakland",Oakland,CA,37.8024,-122.27133
University of California-Irvine,Irvine,CA,33.64852,-117.82136,University of California-Irvine,Irvine,CA,33.64852,-117.82136,University of California-Irvine,Irvine,CA,33.64852,-117.82136
University of Central Florida,Orlando,FL,28.60103,-81.19727,University of Central Florida,Orlando,FL,28.60103,-81.19727,University of Central Florida,Orlando,FL,28.60103,-81.19727
University of Central Florida,Orlando,FL,28.60103,-81.19727,The University of Central Florida Board of Trustees,Orlando,FL,28.60233,-81.20374,University of Central Florida,Orlando,FL,28.60103,-81.19727
University of Chicago,Chicago,IL,41.78955,-87.60117,University of Chicago,Chicago,IL,41.78955,-87.60117,University of Chicago,Chicago,IL,41.78955,-87.60117
University of Cincinnati,Cincinnati,OH,39.12972,-84.52055,University of Cincinnati,Cincinnati,OH,39.12972,-84.52055,University of Cincinnati,Cincinnati,OH,39.12972,-84.52055
University of Cincinnati,Cincinnati,OH,39.12972,-84.52055,University of Cincinnati Main Campus,Cincinnati,OH,39.13211,-84.51435,University of Cincinnati,Cincinnati,OH,39.12972,-84.52055
University of Colorado-Boulder,Boulder,CO,38.89128,-104.80006,University of Colorado at Boulder,Boulder,CO,40.013420000000004,-105.25195,University of Colorado - Boulder,Boulder,CO,40.0133,-105.25193
University of Colorado-Boulder,Boulder,CO,40.0133,-105.25193,University of Colorado at Boulder,Boulder,CO,40.013420000000004,-105.25195,University of Colorado - Boulder,Boulder,CO,40.0133,-105.25193
University of Colorado-Colorado Springs,Colorado Springs,CO,38.89128,-104.80006,University of Colorado at Colorado Springs,Colorado Springs,CO,38.89374,-104.80322,University of Colorado - Colorado Springs,Colorado Springs,CO,38.89128,-104.80006
University of Colorado-Colorado Springs,Colorado Springs,CO,40.0133,-105.25193,University of Colorado at Colorado Springs,Colorado Springs,CO,38.89374,-104.80322,University of Colorado - Colorado Springs,Colorado Springs,CO,38.89128,-104.80006
University of Colorado Denver,Aurora,CO,39.7451,-104.8376,NA,NA,NA,NA,NA,University of Colorado Denver,Aurora,CO,39.7451,-104.8376
University of Connecticut Storrs,Storrs-Mansfield,CT,41.81142,-72.24755,University of Connecticut,Storrs,CT,41.80591,-72.25199,University of Connecticut,Storrs-Mansfield,CT,41.81142,-72.24755
University of Connecticut School of Medicine,Farmington,CT,41.73418,-72.79379,NA,NA,NA,NA,NA,University of Connecticut School of Medicine,Farmington,CT,41.73418,-72.79379
University of Delaware,Newark,DE,39.71451,-75.73872,University of Delaware,Newark,DE,39.71451,-75.73872,University of Delaware,Newark,DE,39.71451,-75.73872
University of Denver (Colorado Seminary),Denver,CO,39.67664,-104.95948,University of Denver,Denver,CO,39.67659,-104.96144,University of Denver,Denver,CO,39.67664,-104.95948
University of Detroit Mercy,Detroit,MI,42.41708,-83.13885,NA,NA,NA,NA,NA,University of Detroit Mercy,Detroit,MI,42.41708,-83.13885
University of Florida,Gainesville,FL,29.64344,-82.34964,University of Florida,Gainesville,FL,29.64344,-82.34964,University of Florida,Gainesville,FL,29.64344,-82.34964
University of Georgia,Athens,GA,33.93117,-83.37887,University of Georgia,Athens,GA,33.93117,-83.37887,University of Georgia,Athens,GA,33.93117,-83.37887
University of Georgia,Athens,GA,33.93117,-83.37887,University of Georgia Research Foundation Inc.,Athens,GA,33.94265,-83.37112,University of Georgia,Athens,GA,33.93117,-83.37887
University of Hartford,West Hartford,CT,41.79337,-72.71626,NA,NA,NA,NA,NA,University of Hartford,West Hartford,CT,41.79337,-72.71626
University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037,University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037,University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037
University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037,University of Hawaii,Honolulu,HI,21.29847,-157.82041,University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037
University of Houston,Houston,TX,29.71809,-95.33648,University of Houston,Houston,TX,29.71809,-95.33648,University of Houston,Houston,TX,29.71809,-95.33648
University of Houston,Houston,TX,29.71809,-95.33648,University of Houston - Clear Lake,Houston,TX,29.58223,-95.09839,University of Houston,Houston,TX,29.71809,-95.33648
University of Idaho,Moscow,ID,46.73029,-116.99685,NA,NA,NA,NA,NA,University of Idaho,Moscow,ID,46.73029,-116.99685
University of Illinois at Chicago,Chicago,IL,41.87151,-87.66772,University of Illinois at Chicago,Chicago,IL,41.87151,-87.66772,University of Illinois at Chicago,Chicago,IL,41.87151,-87.66772
University of Illinois at Urbana-Champaign,Champaign,IL,40.11686,-88.22876,University of Illinois at Urbana-Champaign,Urbana-Champaign,IL,40.11686,-88.22876,University of Illinois at Urbana-Champaign,Urbana-Champaign,IL,40.11686,-88.22876
University of Illinois at Urbana-Champaign,Champaign,IL,40.11686,-88.22876,NA,NA,NA,NA,NA,University of Illinois at Urbana-Champaign,Urbana-Champaign,IL,40.11686,-88.22876
NA,NA,NA,NA,NA,University of Illinois at Urbana-Champaign,Urbana,IL,40.10837,-88.22821,University of Illinois at Urbana-Champaign,Urbana-Champaign,IL,40.11686,-88.22876
University of Iowa,Iowa City,IA,41.66441,-91.54215,University of Iowa,Iowa City,IA,41.66441,-91.54215,University of Iowa,Iowa City,IA,41.66441,-91.54215
University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556,University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556,University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556
University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556,University of Kansas Center for Research Inc.,Lawrence,KS,38.95153,-95.26565,University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556
University of Kansas Medical Center,Kansas City,KS,39.02658,-94.63635,NA,NA,NA,NA,NA,University of Kansas Medical Center,Kansas City,KS,39.02658,-94.63635
University of Kentucky,Lexington,KY,38.04096,-84.50589,University of Kentucky,Lexington,KY,38.04096,-84.50589,University of Kentucky,Lexington,KY,38.04096,-84.50589
University of Kentucky,Lexington,KY,38.04096,-84.50589,University of Kentucky Research Foundation,Lexington,KY,38.04066,-84.50575,University of Kentucky,Lexington,KY,38.04096,-84.50589
NA,NA,NA,NA,NA,University of Louisiana at Lafayette,Lafayette,LA,30.21525,-92.01903,University of Louisiana at Lafayette,Lafayette,LA,30.21525,-92.01903
University of Louisville,Louisville,KY,38.21502,-85.76014,NA,NA,NA,NA,NA,University of Louisville,Louisville,KY,38.21502,-85.76014
University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121,University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121,University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121
University of Maryland Baltimore,Baltimore,MD,39.29225,-76.62563,University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121,University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121
University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121,University of Maryland Baltimore County,Baltimore,MD,39.2581,-76.7087,University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121
University of Maryland Baltimore,Baltimore,MD,39.29225,-76.62563,University of Maryland Baltimore County,Baltimore,MD,39.2581,-76.7087,University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121
NA,NA,NA,NA,NA,University of Maryland Eastern Shore,Princess Anne,MD,38.2029,-75.69243,University of Maryland Eastern Shore,Princess Anne,MD,38.2029,-75.69243
"University of Maryland, College Park",College Park,MD,38.99233,-76.95299,"University of Maryland, College Park",College Park,MD,38.99233,-76.95299,"University of Maryland, College Park",College Park,MD,38.99233,-76.95299
University of Massachusetts Amherst,Hadley,MA,42.38691,-72.52113,NA,NA,NA,NA,NA,University of Massachusetts Amherst,Amherst,MA,42.38691,-72.52113
NA,NA,NA,NA,NA,University of Massachusetts Amherst,Amherst,MA,42.3852,-72.52966,University of Massachusetts Amherst,Amherst,MA,42.38691,-72.52113
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,University of Massachusetts Boston,Boston,MA,42.3137,-71.06298
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,University of Massachusetts Boston,Dorchester,MA,42.31489,-71.03931,University of Massachusetts Boston,Boston,MA,42.3137,-71.06298
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,NA,NA,NA,NA,NA,University of Massachusetts Boston,Boston,MA,42.3137,-71.06298
NA,NA,NA,NA,NA,University of Massachusetts Lowell,Lowell,MA,42.65019,-71.32389,University of Massachusetts Lowell,Lowell,MA,42.65019,-71.32389
University of Miami,Coral Gables,FL,25.71347,-80.27725,University of Miami,Coral Gables,FL,25.71347,-80.27725,University of Miami,Coral Gables,FL,25.71347,-80.27725
University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304,University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304,University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304
University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304,Regents of the University of Michigan - Ann Arbor,Ann Arbor,MI,42.27838,-83.73444,University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304
University of Minnesota,Minneapolis,MN,44.97514,-93.227,University of Minnesota-Twin Cities,Minneapolis,MN,44.97494,-93.22405,University of Minnesota - Twin Cities,Minneapolis,MN,44.97514,-93.227
NA,NA,NA,NA,NA,University of Minnesota Duluth,Duluth,MN,46.81708,-92.08443,University of Minnesota Duluth,Duluth,MN,46.81708,-92.08443
University of Mississippi,University,MS,34.36739,-89.52896,University of Mississippi,University,MS,34.36739,-89.52896,University of Mississippi,University,MS,34.36739,-89.52896
University of Mississippi Medical Center,Jackson,MS,32.32872,-90.17554,NA,NA,NA,NA,NA,University of Mississippi Medical Center,Jackson,MS,32.32872,-90.17554
University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577,University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577,University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577
University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577,University of Missouri-Kansas City,Columbia,MO,38.9368,-92.34103,University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577
University of Missouri-Columbia,Columbia,MO,38.94823,-92.32734,University of Missouri-Columbia,Columbia,MO,38.94823,-92.32734,University of Missouri-Columbia,Columbia,MO,38.94823,-92.32734
NA,NA,NA,NA,NA,University of Missouri-Saint Louis,Saint Louis,MO,38.71293,-90.30313,University of Missouri-Saint Louis,Saint Louis,MO,38.71293,-90.30313
University of Montana,Missoula,MT,46.8602,-113.98372,NA,NA,NA,NA,NA,University of Montana,Missoula,MT,46.8602,-113.98372
University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344,University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344,University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344
University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344,University of Nebraska-Lincoln,Lincoln,NE,40.82174,-96.68931,University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344
University of Nebraska Medical Center,Omaha,NE,41.266,-96.01003,University of Nebraska at Omaha,Omaha,NE,41.25825,-96.0107,University of Nebraska at Omaha,Omaha,NE,41.266,-96.01003
University of Nevada Las Vegas,Las Vegas,NV,36.10952,-115.14195,University of Nevada Las Vegas,Las Vegas,NV,36.10952,-115.14195,University of Nevada Las Vegas,Las Vegas,NV,36.10952,-115.14195
University of Nevada Reno,Reno,NV,39.54508,-119.81828,University of Nevada Reno,Reno,NV,39.54508,-119.81828,University of Nevada Reno,Reno,NV,39.54508,-119.81828
University of Nevada Reno,Reno,NV,39.54508,-119.81828,"University of Nevada, Reno",Reno,NV,39.54897,-119.81403,University of Nevada Reno,Reno,NV,39.54508,-119.81828
NA,NA,NA,NA,NA,University of New Hampshire,Durham,NH,43.13637,-70.93604,University of New Hampshire,Durham,NH,43.13637,-70.93604
University of New Mexico,Albuquerque,NM,35.09023,-106.62529,University of New Mexico,Albuquerque,NM,35.09023,-106.62529,University of New Mexico,Albuquerque,NM,35.09023,-106.62529
University of New Mexico,Albuquerque,NM,35.09097,-106.61754,University of New Mexico,Albuquerque,NM,35.09023,-106.62529,University of New Mexico,Albuquerque,NM,35.09023,-106.62529
NA,NA,NA,NA,NA,University of New Orleans,New Orleans,LA,30.02928,-90.06473,University of New Orleans,New Orleans,LA,30.02928,-90.06473
University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738,University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738,University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738
University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738,University of North Carolina at Chapel Hill,Chapel Hill,NC,35.93167,-79.05736,University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738
University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145,University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145,University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145
University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145,University of North Carolina at Charlotte,Charlotte,NC,35.30526,-80.73048,University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145
University of North Carolina Greensboro,Greensboro,NC,36.06505,-79.80897,University of North Carolina Greensboro,Greensboro,NC,36.06505,-79.80897,University of North Carolina Greensboro,Greensboro,NC,36.06505,-79.80897
University of North Carolina at Pembroke,Pembroke,NC,34.69413,-79.19811,NA,NA,NA,NA,NA,University of North Carolina at Pembroke,Pembroke,NC,34.69413,-79.19811
NA,NA,NA,NA,NA,University of North Carolina at Wilmington,Wilmington,NC,34.22528,-77.87424,University of North Carolina at Wilmington,Wilmington,NC,34.22528,-77.87424
University of North Dakota,Grand Forks,ND,47.91987,-97.07282,NA,NA,NA,NA,NA,University of North Dakota,Grand Forks,ND,47.91987,-97.07282
NA,NA,NA,NA,NA,University of North Georgia,Dahlonega,GA,34.53027,-83.9858,University of North Georgia,Dahlonega,GA,34.53027,-83.9858
University of North Texas Health Science Center,Fort Worth,TX,32.74954,-97.36903,NA,NA,NA,NA,NA,University of North Texas Health Science Center,Fort Worth,TX,32.74954,-97.36903
NA,NA,NA,NA,NA,University of Northern Colorado,Greeley,CO,40.40645,-104.68575,University of Northern Colorado,Greeley,CO,40.40645,-104.68575
University of Notre Dame,Notre Dame,IN,41.6939,-86.23928,University of Notre Dame,Notre Dame,IN,41.6939,-86.23928,University of Notre Dame,Notre Dame,IN,41.6939,-86.23928
University of Oklahoma Health Sciences Center,Oklahoma City,OK,35.47459,-97.50503,NA,NA,NA,NA,NA,University of Oklahoma Health Sciences Center,Oklahoma City,OK,35.47459,-97.50503
University of Oklahoma,Norman,OK,35.20922,-97.44378,University of Oklahoma Norman Campus,Norman,OK,35.20852,-97.4457,University of Oklahoma Norman,Norman,OK,35.20922,-97.44378
University of Oregon,Eugene,OR,44.04551,-123.06974,University of Oregon Eugene,Eugene,OR,44.04497,-123.06702,University of Oregon Eugene,Eugene,OR,44.04551,-123.06974
University of Pennsylvania,Philadelphia,PA,39.95346,-75.19398,University of Pennsylvania,Philadelphia,PA,39.95346,-75.19398,University of Pennsylvania,Philadelphia,PA,39.95346,-75.19398
University of Pittsburgh at Pittsburgh,Pittsburgh,PA,40.44091,-79.95912,University of Pittsburgh,Pittsburgh,PA,40.44425,-79.95334,University of Pittsburgh,Pittsburgh,PA,40.44091,-79.95912
University of Rhode Island,Kingston,RI,41.48604,-71.52866,University of Rhode Island,Kingston,RI,41.48604,-71.52866,University of Rhode Island,Kingston,RI,41.48604,-71.52866
University of Rochester,Rochester,NY,43.13177,-77.63546,University of Rochester,Rochester,NY,43.13177,-77.63546,University of Rochester,Rochester,NY,43.13177,-77.63546
NA,NA,NA,NA,NA,University of South Alabama,Mobile,AL,30.69541,-88.17522,University of South Alabama,Mobile,AL,30.69541,-88.17522
University of South Carolina at Columbia,Columbia,SC,33.99962,-81.02825,University of South Carolina at Columbia,Columbia,SC,33.99962,-81.02825,University of South Carolina at Columbia,Columbia,SC,33.99962,-81.02825
University of South Dakota,Vermillion,SD,42.78263,-96.92543,NA,NA,NA,NA,NA,University of South Dakota,Vermillion,SD,42.78263,-96.92543
University of South Florida,Tampa,FL,28.07404,-82.39596,University of South Florida,Tampa,FL,28.07404,-82.39596,University of South Florida,Tampa,FL,28.07404,-82.39596
University of Southern California,Los Angeles,CA,34.01728,-118.28125,University of Southern California,Los Angeles,CA,34.01728,-118.28125,University of Southern California,Los Angeles,CA,34.01728,-118.28125
NA,NA,NA,NA,NA,University of Southern Mississippi,Hattiesburg,MS,31.32879,-89.3297,University of Southern Mississippi,Hattiesburg,MS,31.32879,-89.3297
University of Tennessee Chattanooga,Chattanooga,TN,35.04582,-85.29982,NA,NA,NA,NA,NA,University of Tennessee Chattanooga,Chattanooga,TN,35.04582,-85.29982
University of Tennessee Knoxville,Knoxville,TN,35.95494,-83.93035,University of Tennessee Knoxville,Knoxville,TN,35.95494,-83.93035,University of Tennessee Knoxville,Knoxville,TN,35.95494,-83.93035
University of Texas Arlington,Arlington,TX,32.7282,-97.1126,University of Texas Arlington,Arlington,TX,32.7282,-97.1126,University of Texas Arlington,Arlington,TX,32.7282,-97.1126
University of Texas Arlington,Arlington,TX,32.7282,-97.1126,University of Texas at Arlington,Arlington,TX,32.72916,-97.11517,University of Texas Arlington,Arlington,TX,32.7282,-97.1126
University of Texas Dallas,Richardson,TX,32.99173,-96.7437,University of Texas Dallas,Richardson,TX,32.99173,-96.7437,University of Texas Dallas,Richardson,TX,32.99173,-96.7437
University of Texas Dallas,Richardson,TX,32.99173,-96.7437,University of Texas at Dallas,Richardson,TX,32.98427,-96.74828,University of Texas Dallas,Richardson,TX,32.99173,-96.7437
University of Texas El Paso,El Paso,TX,31.77052,-106.50415,University of Texas El Paso,El Paso,TX,31.77052,-106.50415,University of Texas El Paso,El Paso,TX,31.77052,-106.50415
University of Texas El Paso,El Paso,TX,31.77052,-106.50415,University of Texas at El Paso,El Paso,TX,31.77143,-106.50508,University of Texas El Paso,El Paso,TX,31.77052,-106.50415
University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572,University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572,University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572
University of Texas Health Science Center,San Antonio,TX,29.51309,-98.57774,University of Texas at San Antonio,San Antonio,TX,29.58307,-98.61988,University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572
University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572,University of Texas at San Antonio,San Antonio,TX,29.58307,-98.61988,University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572
University of Texas Southwestern Medical Center,Dallas,TX,32.81196,-96.83753,NA,NA,NA,NA,NA,University of Texas Southwestern Medical Center,Dallas,TX,32.81196,-96.83753
University of Texas at Austin,Austin,TX,30.29119,-97.73757,University of Texas at Austin,Austin,TX,30.29119,-97.73757,University of Texas at Austin,Austin,TX,30.29119,-97.73757
University of Toledo Health Science Campus,Toledo,OH,41.61955,-83.62073,University of Toledo,Toledo,OH,41.66232,-83.61709,University of Toledo,Toledo,OH,41.61955,-83.62073
University of Utah,Salt Lake City,UT,40.76454,-111.85032,University of Utah,Salt Lake City,UT,40.76454,-111.85032,University of Utah,Salt Lake City,UT,40.76454,-111.85032
University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108,University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108,University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108
University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108,University of Vermont & State Agricultural College,Burlington,VT,44.47826,-73.20115,University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108
University of Virginia,Charlottesville,VA,38.05053,-78.50053,University of Virginia,Charlottesville,VA,38.05053,-78.50053,University of Virginia,Charlottesville,VA,38.05053,-78.50053
University of Virginia,Charlottesville,VA,38.05053,-78.50053,University of Virginia Main Campus,Charlottesville,VA,38.04949,-78.50172,University of Virginia,Charlottesville,VA,38.05053,-78.50053
University of Washington,Seattle,WA,47.66031,-122.31517,University of Washington,Seattle,WA,47.66031,-122.31517,University of Washington,Seattle,WA,47.66031,-122.31517
University of Wisconsin-Madison,Madison,WI,43.06852,-89.40086,University of Wisconsin-Madison,Madison,WI,43.06852,-89.40086,University of Wisconsin-Madison,Madison,WI,43.06852,-89.40086
University of Wisconsin Milwaukee,Milwaukee,WI,43.0757,-87.878,University of Wisconsin-Milwaukee,Milwaukee,WI,43.07568,-87.87895,University of Wisconsin-Milwaukee,Milwaukee,WI,43.0757,-87.878
NA,NA,NA,NA,NA,University of Wisconsin-Whitewater,Whitewater,WI,42.84247,-88.74466,University of Wisconsin-Whitewater,Whitewater,WI,42.84247,-88.74466
NA,NA,NA,NA,NA,University of Wyoming,Laramie,WY,41.31397,-105.58452,University of Wyoming,Laramie,WY,41.31397,-105.58452
University of the District of Columbia,Washington,DC,38.94444,-77.06433,University of the District of Columbia,Washington,DC,38.94444,-77.06433,University of the District of Columbia,Washington,DC,38.94444,-77.06433
University of the Pacific-Stockton,Stockton,CA,37.98434,-121.30996,NA,NA,NA,NA,NA,University of the Pacific-Stockton,Stockton,CA,37.98434,-121.30996
Urban Health Partnerships,Miami,FL,25.75816,-80.19932,NA,NA,NA,NA,NA,Urban Health Partnerships,Miami,FL,25.75816,-80.19932
NA,NA,NA,NA,NA,Urban Institute,Washington,DC,38.883540000000004,-77.02364,Urban Institute,Washington,DC,38.883540000000004,-77.02364
"Us Helping Us, People Into Living, Inc.",Washington,DC,38.9351,-77.0244,NA,NA,NA,NA,NA,"Us Helping Us, People Into Living, Inc.",Washington,DC,38.9351,-77.0244
