FIPS,state,county,pop_2024
45029,South Carolina,Colleton County,39259
45031,South Carolina,Darlington County,62425
45033,South Carolina,Dillon County,27577
45035,South Carolina,Dorchester County,174663
45037,South Carolina,Edgefield County,29455
45039,South Carolina,Fairfield County,20369
45041,South Carolina,Florence County,138049
45043,South Carolina,Georgetown County,66035
45045,South Carolina,Greenville County,570745
45047,South Carolina,Greenwood County,70041
45049,South Carolina,Hampton County,18172
45051,South Carolina,Horry County,413391
45053,South Carolina,Jasper County,35618
45055,South Carolina,Kershaw County,71698
45057,South Carolina,Lancaster County,111652
45059,South Carolina,Laurens County,70545
45061,South Carolina,Lee County,15958
45063,South Carolina,Lexington County,313774
45065,South Carolina,McCormick County,9983
45067,South Carolina,Marion County,28368
45069,South Carolina,Marlboro County,25498
45071,South Carolina,Newberry County,39203
45073,South Carolina,Oconee County,82475
45075,South Carolina,Orangeburg County,83129
45077,South Carolina,Pickens County,138207
45079,South Carolina,Richland County,430651
45081,South Carolina,Saluda County,19452
45083,South Carolina,Spartanburg County,369256
45085,South Carolina,Sumter County,104776
45087,South Carolina,Union County,26678
45089,South Carolina,Williamsburg County,29865
45091,South Carolina,York County,303001
46000,South Dakota,South Dakota,924669
46003,South Dakota,Aurora County,2752
46005,South Dakota,Beadle County,19459
46007,South Dakota,Bennett County,3289
46009,South Dakota,Bon Homme County,7071
46011,South Dakota,Brookings County,36359
46013,South Dakota,Brown County,37495
46015,South Dakota,Brule County,5261
46017,South Dakota,Buffalo County,1825
46019,South Dakota,Butte County,10891
46021,South Dakota,Campbell County,1342
46023,South Dakota,Charles Mix County,9343
46025,South Dakota,Clark County,3974
46027,South Dakota,Clay County,15245
46029,South Dakota,Codington County,29278
46031,South Dakota,Corson County,3747
46033,South Dakota,Custer County,9330
46035,South Dakota,Davison County,19907
46037,South Dakota,Day County,5408
46039,South Dakota,Deuel County,4335
46041,South Dakota,Dewey County,5322
46043,South Dakota,Douglas County,2849
46045,South Dakota,Edmunds County,4027
46047,South Dakota,Fall River County,7359
46049,South Dakota,Faulk County,2136
46051,South Dakota,Grant County,7618
46053,South Dakota,Gregory County,4110
46055,South Dakota,Haakon County,1834
46057,South Dakota,Hamlin County,6596
46059,South Dakota,Hand County,3097
46061,South Dakota,Hanson County,3477
46063,South Dakota,Harding County,1325
46065,South Dakota,Hughes County,17526
46067,South Dakota,Hutchinson County,7416
46069,South Dakota,Hyde County,1215
46071,South Dakota,Jackson County,2737
46073,South Dakota,Jerauld County,1689
46075,South Dakota,Jones County,874
46077,South Dakota,Kingsbury County,5261
46079,South Dakota,Lake County,11006
46081,South Dakota,Lawrence County,28809
46083,South Dakota,Lincoln County,75244
46085,South Dakota,Lyman County,3721
46087,South Dakota,McCook County,5771
46089,South Dakota,McPherson County,2307
46091,South Dakota,Marshall County,4395
46093,South Dakota,Meade County,30918
46095,South Dakota,Mellette County,1834
46097,South Dakota,Miner County,2303
46099,South Dakota,Minnehaha County,208639
46101,South Dakota,Moody County,6529
46102,South Dakota,Oglala Lakota County,13360
46103,South Dakota,Pennington County,115979
46105,South Dakota,Perkins County,2832
46107,South Dakota,Potter County,2402
46109,South Dakota,Roberts County,10283
46111,South Dakota,Sanborn County,2392
46115,South Dakota,Spink County,6108
46117,South Dakota,Stanley County,3015
46119,South Dakota,Sully County,1468
46121,South Dakota,Todd County,9172
46123,South Dakota,Tripp County,5717
46125,South Dakota,Turner County,9087
46127,South Dakota,Union County,17402
46129,South Dakota,Walworth County,5270
46135,South Dakota,Yankton County,23509
46137,South Dakota,Ziebach County,2418
47000,Tennessee,Tennessee,7227750
47001,Tennessee,Anderson County,81449
47003,Tennessee,Bedford County,54228
47005,Tennessee,Benton County,16173
47007,Tennessee,Bledsoe County,15591
47009,Tennessee,Blount County,142211
47011,Tennessee,Bradley County,113782
47013,Tennessee,Campbell County,40238
47015,Tennessee,Cannon County,15142
47017,Tennessee,Carroll County,29107
47019,Tennessee,Carter County,57434
47021,Tennessee,Cheatham County,42604
47023,Tennessee,Chester County,17876
47025,Tennessee,Claiborne County,33070
47027,Tennessee,Clay County,7857
47029,Tennessee,Cocke County,37596
47031,Tennessee,Coffee County,61285
47033,Tennessee,Crockett County,13973
47035,Tennessee,Cumberland County,65618
47037,Tennessee,Davidson County,729505
47039,Tennessee,Decatur County,11800
47041,Tennessee,DeKalb County,21747
47043,Tennessee,Dickson County,57641
47045,Tennessee,Dyer County,36403
47047,Tennessee,Fayette County,44476
47049,Tennessee,Fentress County,20129
47051,Tennessee,Franklin County,45137
47053,Tennessee,Gibson County,51422
47055,Tennessee,Giles County,30971
47057,Tennessee,Grainger County,25073
47059,Tennessee,Greene County,73398
47061,Tennessee,Grundy County,14148
47063,Tennessee,Hamblen County,67715
47065,Tennessee,Hamilton County,386256
47067,Tennessee,Hancock County,7038
47069,Tennessee,Hardeman County,25434
47071,Tennessee,Hardin County,27617
47073,Tennessee,Hawkins County,59371
47075,Tennessee,Haywood County,17097
47077,Tennessee,Henderson County,28183
47079,Tennessee,Henry County,32883
47081,Tennessee,Hickman County,25859
47083,Tennessee,Houston County,8538
47085,Tennessee,Humphreys County,19554
47087,Tennessee,Jackson County,12376
47089,Tennessee,Jefferson County,59217
47091,Tennessee,Johnson County,18506
47093,Tennessee,Knox County,506748
47095,Tennessee,Lake County,6422
47097,Tennessee,Lauderdale County,24630
47099,Tennessee,Lawrence County,46467
47101,Tennessee,Lewis County,13418
47103,Tennessee,Lincoln County,36751
47105,Tennessee,Loudon County,62129
47107,Tennessee,McMinn County,56754
47109,Tennessee,McNairy County,26103
47111,Tennessee,Macon County,27189
47113,Tennessee,Madison County,100409
47115,Tennessee,Marion County,29826
47117,Tennessee,Marshall County,37847
47119,Tennessee,Maury County,113411
47121,Tennessee,Meigs County,13937
47123,Tennessee,Monroe County,49154
47125,Tennessee,Montgomery County,246025
47127,Tennessee,Moore County,6773
47129,Tennessee,Morgan County,21954
47131,Tennessee,Obion County,30261
47133,Tennessee,Overton County,23551
47135,Tennessee,Perry County,8987
47137,Tennessee,Pickett County,5108
47139,Tennessee,Polk County,18338
47141,Tennessee,Putnam County,84894
47143,Tennessee,Rhea County,34759
47145,Tennessee,Roane County,56742
47147,Tennessee,Robertson County,78459
47149,Tennessee,Rutherford County,376996
47151,Tennessee,Scott County,22517
47153,Tennessee,Sequatchie County,17620
47155,Tennessee,Sevier County,100184
47157,Tennessee,Shelby County,910530
47159,Tennessee,Smith County,20783
47161,Tennessee,Stewart County,14365
47163,Tennessee,Sullivan County,162703
47165,Tennessee,Sumner County,211721
47167,Tennessee,Tipton County,62187
47169,Tennessee,Trousdale County,12159
47171,Tennessee,Unicoi County,17872
47173,Tennessee,Union County,21064
47175,Tennessee,Van Buren County,6686
47177,Tennessee,Warren County,43619
47179,Tennessee,Washington County,139642
47181,Tennessee,Wayne County,15974
47183,Tennessee,Weakley County,33162
47185,Tennessee,White County,29108
47187,Tennessee,Williamson County,269136
47189,Tennessee,Wilson County,169948
48000,Texas,Texas,31290831
48001,Texas,Anderson County,59512
48003,Texas,Andrews County,18923
48005,Texas,Angelina County,88094
48007,Texas,Aransas County,25595
48009,Texas,Archer County,9155
48011,Texas,Armstrong County,1809
48013,Texas,Atascosa County,52783
48015,Texas,Austin County,32546
48017,Texas,Bailey County,7031
48019,Texas,Bandera County,22830
48021,Texas,Bastrop County,114931
48023,Texas,Baylor County,3533
48025,Texas,Bee County,31226
48027,Texas,Bell County,399578
48029,Texas,Bexar County,2127737
48031,Texas,Blanco County,13358
48033,Texas,Borden County,557
48035,Texas,Bosque County,19013
48037,Texas,Bowie County,91992
48039,Texas,Brazoria County,413224
48041,Texas,Brazos County,249624
48043,Texas,Brewster County,9508
48045,Texas,Briscoe County,1494
48047,Texas,Brooks County,6740
48049,Texas,Brown County,38631
48051,Texas,Burleson County,20179
48053,Texas,Burnet County,55722
48055,Texas,Caldwell County,52430
48057,Texas,Calhoun County,19942
48059,Texas,Callahan County,14615
48061,Texas,Cameron County,431874
48063,Texas,Camp County,13164
48065,Texas,Carson County,5822
48067,Texas,Cass County,28622
48069,Texas,Castro County,7380
48071,Texas,Chambers County,56179
48073,Texas,Cherokee County,53223
48075,Texas,Childress County,6679
48077,Texas,Clay County,10730
48079,Texas,Cochran County,2583
48081,Texas,Coke County,3396
48083,Texas,Coleman County,7990
48085,Texas,Collin County,1254658
48087,Texas,Collingsworth County,2611
48089,Texas,Colorado County,21475
48091,Texas,Comal County,201628
48093,Texas,Comanche County,14359
48095,Texas,Concho County,3326
48097,Texas,Cooke County,44258
48099,Texas,Coryell County,86370
48101,Texas,Cottle County,1263
48103,Texas,Crane County,4594
48105,Texas,Crockett County,2799
48107,Texas,Crosby County,5030
48109,Texas,Culberson County,2254
48111,Texas,Dallam County,7526
48113,Texas,Dallas County,2656028
48115,Texas,Dawson County,11758
48117,Texas,Deaf Smith County,18495
48119,Texas,Delta County,5647
48121,Texas,Denton County,1045120
48123,Texas,DeWitt County,20252
48125,Texas,Dickens County,1725
48127,Texas,Dimmit County,8181
48129,Texas,Donley County,3193
48131,Texas,Duval County,9585
48133,Texas,Eastland County,18290
48135,Texas,Ector County,170022
48137,Texas,Edwards County,1383
48139,Texas,Ellis County,232387
48141,Texas,El Paso County,875784
48143,Texas,Erath County,44496
48145,Texas,Falls County,17752
48147,Texas,Fannin County,38650
48149,Texas,Fayette County,25488
48151,Texas,Fisher County,3665
48153,Texas,Floyd County,5042
48155,Texas,Foard County,1053
48157,Texas,Fort Bend County,958434
48159,Texas,Franklin County,10912
48161,Texas,Freestone County,20645
48163,Texas,Frio County,19520
48165,Texas,Gaines County,22892
48167,Texas,Galveston County,367407
48169,Texas,Garza County,4645
48171,Texas,Gillespie County,28159
48173,Texas,Glasscock County,1153
48175,Texas,Goliad County,7221
48177,Texas,Gonzales County,20040
48179,Texas,Gray County,20888
48181,Texas,Grayson County,150532
48183,Texas,Gregg County,126679
48185,Texas,Grimes County,33448
48187,Texas,Guadalupe County,195166
48189,Texas,Hale County,31953
48191,Texas,Hall County,2828
48193,Texas,Hamilton County,8644
48195,Texas,Hansford County,5006
48197,Texas,Hardeman County,3417
48199,Texas,Hardin County,58670
48201,Texas,Harris County,5009302
48203,Texas,Harrison County,71370
48205,Texas,Hartley County,4996
48207,Texas,Haskell County,5435
48209,Texas,Hays County,292029
48211,Texas,Hemphill County,3134
48213,Texas,Henderson County,87467
48215,Texas,Hidalgo County,914820
48217,Texas,Hill County,38771
48219,Texas,Hockley County,21505
48221,Texas,Hood County,69126
48223,Texas,Hopkins County,38784
48225,Texas,Houston County,22197
48227,Texas,Howard County,30833
48229,Texas,Hudspeth County,3608
48231,Texas,Hunt County,118729
48233,Texas,Hutchinson County,19721
48235,Texas,Irion County,1526
48237,Texas,Jack County,9398
48239,Texas,Jackson County,15284
48241,Texas,Jasper County,32907
48243,Texas,Jeff Davis County,1778
48245,Texas,Jefferson County,253948
48247,Texas,Jim Hogg County,4583
48249,Texas,Jim Wells County,38886
48251,Texas,Johnson County,210547
48253,Texas,Jones County,20850
48255,Texas,Karnes County,15137
48257,Texas,Kaufman County,197829
48259,Texas,Kendall County,51828
48261,Texas,Kenedy County,330
48263,Texas,Kent County,703
48265,Texas,Kerr County,53900
48267,Texas,Kimble County,4401
48269,Texas,King County,215
48271,Texas,Kinney County,3191
48273,Texas,Kleberg County,30442
48275,Texas,Knox County,3255
48277,Texas,Lamar County,51249
48279,Texas,Lamb County,12687
48281,Texas,Lampasas County,23539
48283,Texas,La Salle County,6679
48285,Texas,Lavaca County,20605
48287,Texas,Lee County,18451
48289,Texas,Leon County,16698
48291,Texas,Liberty County,115042
48293,Texas,Limestone County,22569
48295,Texas,Lipscomb County,2880
48297,Texas,Live Oak County,11967
48299,Texas,Llano County,23163
48301,Texas,Loving County,48
48303,Texas,Lubbock County,327394
48305,Texas,Lynn County,5952
48307,Texas,McCulloch County,7448
48309,Texas,McLennan County,270358
48311,Texas,McMullen County,565
48313,Texas,Madison County,13877
48315,Texas,Marion County,9704
48317,Texas,Martin County,5179
48319,Texas,Mason County,3987
48321,Texas,Matagorda County,36391
48323,Texas,Maverick County,58829
48325,Texas,Medina County,55619
48327,Texas,Menard County,1911
48329,Texas,Midland County,183587
48331,Texas,Milam County,26159
48333,Texas,Mills County,4563
48335,Texas,Mitchell County,8968
48337,Texas,Montague County,21890
48339,Texas,Montgomery County,749613
48341,Texas,Moore County,21872
48343,Texas,Morris County,12184
48345,Texas,Motley County,1015
48347,Texas,Nacogdoches County,65728
48349,Texas,Navarro County,56533
48351,Texas,Newton County,11908
48353,Texas,Nolan County,14182
48355,Texas,Nueces County,353125
48357,Texas,Ochiltree County,9717
48359,Texas,Oldham County,1823
48361,Texas,Orange County,86115
48363,Texas,Palo Pinto County,30231
48365,Texas,Panola County,23022
48367,Texas,Parker County,179707
48369,Texas,Parmer County,9669
48371,Texas,Pecos County,14712
48373,Texas,Polk County,54258
48375,Texas,Potter County,114649
48377,Texas,Presidio County,5686
48379,Texas,Rains County,13306
48381,Texas,Randall County,150547
48383,Texas,Reagan County,3139
48385,Texas,Real County,2772
48387,Texas,Red River County,11696
48389,Texas,Reeves County,11956
48391,Texas,Refugio County,6739
48393,Texas,Roberts County,837
48395,Texas,Robertson County,17659
48397,Texas,Rockwall County,137044
48399,Texas,Runnels County,9751
48401,Texas,Rusk County,53391
48403,Texas,Sabine County,10058
48405,Texas,San Augustine County,7767
48407,Texas,San Jacinto County,29326
48409,Texas,San Patricio County,71467
48411,Texas,San Saba County,5508
48413,Texas,Schleicher County,2302
48415,Texas,Scurry County,16211
48417,Texas,Shackelford County,3169
48419,Texas,Shelby County,24192
48421,Texas,Sherman County,2771
48423,Texas,Smith County,249091
48425,Texas,Somervell County,10098
48427,Texas,Starr County,66587
48429,Texas,Stephens County,9475
48431,Texas,Sterling County,1387
48433,Texas,Stonewall County,1235
48435,Texas,Sutton County,3269
48437,Texas,Swisher County,6877
48439,Texas,Tarrant County,2230708
48441,Texas,Taylor County,148813
48443,Texas,Terrell County,718
48445,Texas,Terry County,11602
48447,Texas,Throckmorton County,1532
48449,Texas,Titus County,31547
48451,Texas,Tom Green County,120103
48453,Texas,Travis County,1363767
48455,Texas,Trinity County,14489
48457,Texas,Tyler County,20560
48459,Texas,Upshur County,44050
48461,Texas,Upton County,3128
48463,Texas,Uvalde County,25138
48465,Texas,Val Verde County,47999
48467,Texas,Van Zandt County,65304
48469,Texas,Victoria County,91949
48471,Texas,Walker County,83722
48473,Texas,Waller County,65109
48475,Texas,Ward County,11038
48477,Texas,Washington County,37810
48479,Texas,Webb County,272823
48481,Texas,Wharton County,42035
48483,Texas,Wheeler County,4824
48485,Texas,Wichita County,129984
48487,Texas,Wilbarger County,12455
48489,Texas,Willacy County,20027
48491,Texas,Williamson County,727480
48493,Texas,Wilson County,55415
48495,Texas,Winkler County,7381
48497,Texas,Wise County,81275
48499,Texas,Wood County,48742
48501,Texas,Yoakum County,7581
48503,Texas,Young County,18236
48505,Texas,Zapata County,13819
48507,Texas,Zavala County,9209
49000,Utah,Utah,3503613
49001,Utah,Beaver County,7424
49003,Utah,Box Elder County,64120
49005,Utah,Cache County,145487
49007,Utah,Carbon County,20613
49009,Utah,Daggett County,956
49011,Utah,Davis County,378470
49013,Utah,Duchesne County,20803
49015,Utah,Emery County,10161
49017,Utah,Garfield County,5290
49019,Utah,Grand County,9788
49021,Utah,Iron County,65936
49023,Utah,Juab County,13297
49025,Utah,Kane County,8525
49027,Utah,Millard County,13572
49029,Utah,Morgan County,13093
49031,Utah,Piute County,1534
49033,Utah,Rich County,2752
49035,Utah,Salt Lake County,1216274
49037,Utah,San Juan County,14601
49039,Utah,Sanpete County,30732
49041,Utah,Sevier County,22520
49043,Utah,Summit County,43109
49045,Utah,Tooele County,84488
49047,Utah,Uintah County,38307
49049,Utah,Utah County,747234
49051,Utah,Wasatch County,37858
49053,Utah,Washington County,207943
49055,Utah,Wayne County,2608
49057,Utah,Weber County,276118
50000,Vermont,Vermont,648493
50001,Vermont,Addison County,38047
50003,Vermont,Bennington County,37039
50005,Vermont,Caledonia County,30535
50007,Vermont,Chittenden County,170851
50009,Vermont,Essex County,6037
50011,Vermont,Franklin County,51066
50013,Vermont,Grand Isle County,7528
50015,Vermont,Lamoille County,26248
50017,Vermont,Orange County,30050
50019,Vermont,Orleans County,27726
50021,Vermont,Rutland County,60198
50023,Vermont,Washington County,59844
50025,Vermont,Windham County,45627
50027,Vermont,Windsor County,57697
51000,Virginia,Virginia,8811195
51001,Virginia,Accomack County,33411
51003,Virginia,Albemarle County,117313
51005,Virginia,Alleghany County,14632
51007,Virginia,Amelia County,13716
51009,Virginia,Amherst County,31650
51011,Virginia,Appomattox County,16957
51013,Virginia,Arlington County,239807
51015,Virginia,Augusta County,78622
51017,Virginia,Bath County,4071
51019,Virginia,Bedford County,82182
51021,Virginia,Bland County,6186
51023,Virginia,Botetourt County,34129
51025,Virginia,Brunswick County,15750
51027,Virginia,Buchanan County,18632
51029,Virginia,Buckingham County,17115
51031,Virginia,Campbell County,55342
51033,Virginia,Caroline County,33477
51035,Virginia,Carroll County,29242
51036,Virginia,Charles City County,6564
51037,Virginia,Charlotte County,11258
51041,Virginia,Chesterfield County,389793
51043,Virginia,Clarke County,15598
51045,Virginia,Craig County,4829
51047,Virginia,Culpeper County,56125
51049,Virginia,Cumberland County,10062
51051,Virginia,Dickenson County,13411
51053,Virginia,Dinwiddie County,28576
51057,Virginia,Essex County,10683
51059,Virginia,Fairfax County,1160925
51061,Virginia,Fauquier County,75865
51063,Virginia,Floyd County,15658
51065,Virginia,Fluvanna County,28746
51067,Virginia,Franklin County,55637
51069,Virginia,Frederick County,98109
51071,Virginia,Giles County,16533
51073,Virginia,Gloucester County,40154
51075,Virginia,Goochland County,28223
51077,Virginia,Grayson County,15265
51079,Virginia,Greene County,21744
51081,Virginia,Greensville County,11150
51083,Virginia,Halifax County,33448
51085,Virginia,Hanover County,115309
51087,Virginia,Henrico County,338696
51089,Virginia,Henry County,49385
51091,Virginia,Highland County,2348
51093,Virginia,Isle of Wight County,40942
51095,Virginia,James City County,82797
51097,Virginia,King and Queen County,6747
51099,Virginia,King George County,28816
51101,Virginia,King William County,19232
51103,Virginia,Lancaster County,11062
51105,Virginia,Lee County,21780
51107,Virginia,Loudoun County,443380
51109,Virginia,Louisa County,42109
51111,Virginia,Lunenburg County,12060
51113,Virginia,Madison County,14252
51115,Virginia,Mathews County,8602
51117,Virginia,Mecklenburg County,30824
51119,Virginia,Middlesex County,10949
51121,Virginia,Montgomery County,98998
51125,Virginia,Nelson County,14766
51127,Virginia,New Kent County,27218
51131,Virginia,Northampton County,12004
51133,Virginia,Northumberland County,12397
51135,Virginia,Nottoway County,15632
51137,Virginia,Orange County,38986
51139,Virginia,Page County,23686
51141,Virginia,Patrick County,17308
51143,Virginia,Pittsylvania County,59410
51145,Virginia,Powhatan County,32392
51147,Virginia,Prince Edward County,22276
51149,Virginia,Prince George County,43589
51153,Virginia,Prince William County,497003
51155,Virginia,Pulaski County,33579
51157,Virginia,Rappahannock County,7479
51159,Virginia,Richmond County,9215
51161,Virginia,Roanoke County,97334
51163,Virginia,Rockbridge County,22368
51165,Virginia,Rockingham County,87674
51167,Virginia,Russell County,25420
51169,Virginia,Scott County,21388
51171,Virginia,Shenandoah County,45441
51173,Virginia,Smyth County,29137
51175,Virginia,Southampton County,17941
51177,Virginia,Spotsylvania County,152021
51179,Virginia,Stafford County,168919
51181,Virginia,Surry County,6579
51183,Virginia,Sussex County,10753
51185,Virginia,Tazewell County,38875
51187,Virginia,Warren County,42461
51191,Virginia,Washington County,54098
51193,Virginia,Westmoreland County,19235
51195,Virginia,Wise County,34973
51197,Virginia,Wythe County,28100
51199,Virginia,York County,71410
51510,Virginia,Alexandria city,159102
51520,Virginia,Bristol city,16316
51530,Virginia,Buena Vista city,6581
51540,Virginia,Charlottesville city,44767
51550,Virginia,Chesapeake city,254997
51570,Virginia,Colonial Heights city,18674
51580,Virginia,Covington city,5663
51590,Virginia,Danville city,41993
51595,Virginia,Emporia city,5402
51600,Virginia,Fairfax city,26340
51610,Virginia,Falls Church city,15034
51620,Virginia,Franklin city,8373
51630,Virginia,Fredericksburg city,29992
51640,Virginia,Galax city,6739
51650,Virginia,Hampton city,137596
51660,Virginia,Harrisonburg city,51164
51670,Virginia,Hopewell city,22970
51678,Virginia,Lexington city,7802
51680,Virginia,Lynchburg city,80301
51683,Virginia,Manassas city,43616
51685,Virginia,Manassas Park city,16611
51690,Virginia,Martinsville city,13834
51700,Virginia,Newport News city,183056
51710,Virginia,Norfolk city,231105
51720,Virginia,Norton city,3478
51730,Virginia,Petersburg city,34058
51735,Virginia,Poquoson city,12854
51740,Virginia,Portsmouth city,96482
51750,Virginia,Radford city,17273
51760,Virginia,Richmond city,233655
51770,Virginia,Roanoke city,97912
51775,Virginia,Salem city,25908
51790,Virginia,Staunton city,26361
51800,Virginia,Suffolk city,103105
51810,Virginia,Virginia Beach city,454808
51820,Virginia,Waynesboro city,23498
51830,Virginia,Williamsburg city,16030
51840,Virginia,Winchester city,27800
53000,Washington,Washington,7958180
53001,Washington,Adams County,21039
53003,Washington,Asotin County,22523
53005,Washington,Benton County,218190
53007,Washington,Chelan County,81228
53009,Washington,Clallam County,77958
53011,Washington,Clark County,527269
53013,Washington,Columbia County,4025
53015,Washington,Cowlitz County,113982
53017,Washington,Douglas County,45795
53019,Washington,Ferry County,7543
53021,Washington,Franklin County,101238
53023,Washington,Garfield County,2404
53025,Washington,Grant County,104717
53027,Washington,Grays Harbor County,77893
53029,Washington,Island County,86478
53031,Washington,Jefferson County,33944
53033,Washington,King County,2340211
53035,Washington,Kitsap County,281420
53037,Washington,Kittitas County,48172
53039,Washington,Klickitat County,24124
53041,Washington,Lewis County,87049
53043,Washington,Lincoln County,11862
53045,Washington,Mason County,69632
53047,Washington,Okanogan County,44942
53049,Washington,Pacific County,24245
53051,Washington,Pend Oreille County,14332
53053,Washington,Pierce County,941170
53055,Washington,San Juan County,18668
53057,Washington,Skagit County,132736
53059,Washington,Skamania County,12660
53061,Washington,Snohomish County,864113
53063,Washington,Spokane County,555947
53065,Washington,Stevens County,49015
53067,Washington,Thurston County,302912
53069,Washington,Wahkiakum County,4800
53071,Washington,Walla Walla County,62068
53073,Washington,Whatcom County,234954
53075,Washington,Whitman County,48399
53077,Washington,Yakima County,258523
54000,West Virginia,West Virginia,1769979
54001,West Virginia,Barbour County,15369
54003,West Virginia,Berkeley County,136287
54005,West Virginia,Boone County,20496
54007,West Virginia,Braxton County,12051
54009,West Virginia,Brooke County,21285
54011,West Virginia,Cabell County,91489
54013,West Virginia,Calhoun County,5873
54015,West Virginia,Clay County,7689
54017,West Virginia,Doddridge County,7615
54019,West Virginia,Fayette County,38600
54021,West Virginia,Gilmer County,7116
54023,West Virginia,Grant County,10971
54025,West Virginia,Greenbrier County,31851
54027,West Virginia,Hampshire County,23793
54029,West Virginia,Hancock County,28054
54031,West Virginia,Hardy County,14335
54033,West Virginia,Harrison County,64472
54035,West Virginia,Jackson County,27718
54037,West Virginia,Jefferson County,61264
54039,West Virginia,Kanawha County,173906
54041,West Virginia,Lewis County,16477
54043,West Virginia,Lincoln County,19377
54045,West Virginia,Logan County,30560
54047,West Virginia,McDowell County,17147
54049,West Virginia,Marion County,55649
54051,West Virginia,Marshall County,29354
54053,West Virginia,Mason County,24770
54055,West Virginia,Mercer County,57524
54057,West Virginia,Mineral County,26778
54059,West Virginia,Mingo County,21712
54061,West Virginia,Monongalia County,108697
54063,West Virginia,Monroe County,12462
54065,West Virginia,Morgan County,17780
54067,West Virginia,Nicholas County,24017
54069,West Virginia,Ohio County,41090
54071,West Virginia,Pendleton County,5944
54073,West Virginia,Pleasants County,7358
54075,West Virginia,Pocahontas County,7653
54077,West Virginia,Preston County,34055
54079,West Virginia,Putnam County,57067
54081,West Virginia,Raleigh County,72379
54083,West Virginia,Randolph County,27190
54085,West Virginia,Ritchie County,8170
54087,West Virginia,Roane County,13540
54089,West Virginia,Summers County,11544
54091,West Virginia,Taylor County,16438
54093,West Virginia,Tucker County,6573
54095,West Virginia,Tyler County,7843
54097,West Virginia,Upshur County,23650
54099,West Virginia,Wayne County,37589
54101,West Virginia,Webster County,7947
54103,West Virginia,Wetzel County,13766
54105,West Virginia,Wirt County,4924
54107,West Virginia,Wood County,82757
54109,West Virginia,Wyoming County,19964
55000,Wisconsin,Wisconsin,5960975
55001,Wisconsin,Adams County,21352
55003,Wisconsin,Ashland County,16196
55005,Wisconsin,Barron County,46810
55007,Wisconsin,Bayfield County,16838
55009,Wisconsin,Brown County,273909
55011,Wisconsin,Buffalo County,13464
55013,Wisconsin,Burnett County,17187
55015,Wisconsin,Calumet County,53602
55017,Wisconsin,Chippewa County,67323
55019,Wisconsin,Clark County,34801
55021,Wisconsin,Columbia County,58113
55023,Wisconsin,Crawford County,16008
55025,Wisconsin,Dane County,588347
55027,Wisconsin,Dodge County,88635
55029,Wisconsin,Door County,30512
55031,Wisconsin,Douglas County,44276
55033,Wisconsin,Dunn County,46135
55035,Wisconsin,Eau Claire County,108830
55037,Wisconsin,Florence County,4673
55039,Wisconsin,Fond du Lac County,104269
55041,Wisconsin,Forest County,9506
55043,Wisconsin,Grant County,52330
55045,Wisconsin,Green County,37183
55047,Wisconsin,Green Lake County,19370
55049,Wisconsin,Iowa County,23963
55051,Wisconsin,Iron County,6235
55053,Wisconsin,Jackson County,21027
55055,Wisconsin,Jefferson County,86245
55057,Wisconsin,Juneau County,26590
55059,Wisconsin,Kenosha County,168754
55061,Wisconsin,Kewaunee County,20751
55063,Wisconsin,La Crosse County,121060
55065,Wisconsin,Lafayette County,17306
55067,Wisconsin,Langlade County,19535
55069,Wisconsin,Lincoln County,28461
55071,Wisconsin,Manitowoc County,81513
55073,Wisconsin,Marathon County,139091
55075,Wisconsin,Marinette County,42343
55077,Wisconsin,Marquette County,15743
55078,Wisconsin,Menominee County,4286
55079,Wisconsin,Milwaukee County,924740
55081,Wisconsin,Monroe County,46370
55083,Wisconsin,Oconto County,40037
55085,Wisconsin,Oneida County,38175
55087,Wisconsin,Outagamie County,195390
55089,Wisconsin,Ozaukee County,93956
55091,Wisconsin,Pepin County,7555
55093,Wisconsin,Pierce County,43380
55095,Wisconsin,Polk County,45831
55097,Wisconsin,Portage County,72040
55099,Wisconsin,Price County,14087
55101,Wisconsin,Racine County,198651
55103,Wisconsin,Richland County,17123
55105,Wisconsin,Rock County,165461
55107,Wisconsin,Rusk County,14168
55109,Wisconsin,St. Croix County,97954
55111,Wisconsin,Sauk County,66486
55113,Wisconsin,Sawyer County,18835
55115,Wisconsin,Shawano County,41299
55117,Wisconsin,Sheboygan County,118331
55119,Wisconsin,Taylor County,20167
55121,Wisconsin,Trempealeau County,30801
55123,Wisconsin,Vernon County,31351
55125,Wisconsin,Vilas County,23948
55127,Wisconsin,Walworth County,106029
55129,Wisconsin,Washburn County,16982
55131,Wisconsin,Washington County,138727
55133,Wisconsin,Waukesha County,417029
55135,Wisconsin,Waupaca County,51171
55137,Wisconsin,Waushara County,25079
55139,Wisconsin,Winnebago County,173307
55141,Wisconsin,Wood County,73943
56000,Wyoming,Wyoming,587618
56001,Wyoming,Albany County,39288
56003,Wyoming,Big Horn County,12084
56005,Wyoming,Campbell County,47946
56007,Wyoming,Carbon County,14250
56009,Wyoming,Converse County,13766
56011,Wyoming,Crook County,7775
56013,Wyoming,Fremont County,39721
56015,Wyoming,Goshen County,12635
56017,Wyoming,Hot Springs County,4625
56019,Wyoming,Johnson County,8803
56021,Wyoming,Laramie County,101783
56023,Wyoming,Lincoln County,21000
56025,Wyoming,Natrona County,80410
56027,Wyoming,Niobrara County,2301
